"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUN2023.CR1","35560","Biomet"
"LINE","SECONDS","NANOSECONDS","RECORD","SWIN_1_1_1","SWOUT_1_1_1","LWIN_1_1_1","LWOUT_1_1_1","PPFD_1_1_1","PPFD_2_1_1","RN_1_1_1","RG_6_4_1_1_1","SWDIF_1_1_1","TC_1_1_1","PA_1_1_1","P_RAIN_1_1_1","VIN_1_1_1","T_CRN4_1_1_1","TA_1_1_1","TA_2_1_1_2_1","TA_1_3_1","TA_1_4_1","TA_1_5_1","TA_1_6_1","RH_1_1_1","RH_1_2_1","RH_1_3_1","RH_1_4_1","RH_1_5_1","RH_1_6_1","WS_1_1_1","WD_1_1_1","WS_1_2_1","WS_1_3_1","WS_1_4_1","WD_1_4_1"
"LN","SECONDS","NANOSECONDS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","m/s","Deg","m/s","m/s","m/s","Deg"
"","","","","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Tot:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","WVc:","WVc:","Avg:","Avg:","WVc:","WVc:"
1,1056585600,0,3402,"NAN",0.505968,0,0,0,0.0336236,"NAN",-195.904,115.017,24.3942,999.607,0,0,-241.796,26.1775,60.5461,26.0921,24.4369,24.5392,24.4369,86.6894,67.1843,87.8498,91.0836,93.157,99.2491,2.42,104,0,0,0,0
2,1056585660,0,3403,"NAN",0.505967,0,0,0,0.0336236,"NAN",-212.969,58.3618,24.5563,999.403,0,0,-241.787,26.186,60.5034,26.1433,24.4283,24.5136,24.4454,86.8174,67.1331,87.9181,91.0751,93.3276,99.2491,2.42,104,0,0,0,0
3,1056585720,0,3404,"NAN",0.505967,0,0,0,0.0336235,"NAN",-198.635,78.6689,24.3686,999.771,0,0,-241.787,26.1263,60.93,26.1433,24.4113,24.5136,24.4113,86.8174,67.3891,88.0205,91.0921,93.3874,99.2406,2.595,103,0,0,0,0
4,1056585780,0,3405,"NAN",0.505967,0,0,0,0.0336236,"NAN",-206.485,62.7986,24.3515,999.567,0,0,-241.787,26.1775,60.3328,26.1433,24.4113,24.5307,24.4369,86.7833,67.2099,88.1229,91.1007,93.2423,99.2406,2.72,103,0,0,0,0
5,1056585840,0,3406,"NAN",0.505972,0,0,0,0.0336239,"NAN",-202.048,63.9932,24.343,999.346,0,0,-241.787,26.1433,59.6075,26.0751,24.4027,24.4966,24.4027,86.5956,67.0392,88.2594,91.1604,93.1314,99.2321,2.765,103.5,0,0,0,0
6,1056585900,0,3407,"NAN",0.505974,0,0,0,0.033624,"NAN",-210.58,71.1604,24.4027,999.347,0,0,-241.796,26.1519,59.9659,26.041,24.4027,24.4966,24.4027,86.6126,67.0819,88.2252,91.2287,93.0802,99.2491,2.56,106.5,0,0,0,0
7,1056585960,0,3408,"NAN",0.505976,0,0,0,0.0336241,"NAN",-203.584,89.9317,24.2662,999.513,0,0,-241.796,26.1689,60.0171,26.0751,24.3857,24.4966,24.4198,86.6382,67.1331,88.2935,91.2713,93.1997,99.2491,2.47,107,0,0,0,0
8,1056586020,0,3409,"NAN",0.505982,0,0,0,0.0336246,"NAN",-193.174,96.2457,24.2321,999.556,0,0,-241.796,26.186,59.9829,26.058,24.343,24.5136,24.4283,86.5956,67.1502,88.3276,91.3311,93.3191,99.2406,2.615,104,0,0,0,0
9,1056586080,0,3410,"NAN",0.505983,0,0,0,0.0336246,"NAN",-195.392,121.16,24.3345,999.598,0,0,-241.787,26.186,59.8293,26.0068,24.3345,24.4966,24.4113,86.57,67.4744,88.1399,91.2969,93.3276,99.2577,2.595,104,0,0,0,0
10,1056586140,0,3411,"NAN",0.505983,0,0,0,0.0336246,"NAN",-197.27,120.819,24.3345,999.681,0,0,-241.787,26.1945,59.2747,26.041,24.3345,24.4966,24.4283,86.57,67.372,88.1399,91.3055,93.2253,99.2577,2.44,104.5,0,0,0,0
11,1056586200,0,3412,"NAN",0.505985,0,0,0,0.0336247,"NAN",-198.464,119.795,24.3089,999.438,0,0,-241.787,26.1519,60,26.0751,24.3089,24.4966,24.4283,86.715,67.4232,88.0887,91.3481,93.1911,99.2321,2.355,104,0,0,0,0
12,1056586260,0,3413,"NAN",0.505985,0,0,0,0.0336248,"NAN",-185.324,121.502,24.3601,999.725,0,0,-241.787,26.1348,59.9061,26.0751,24.3003,24.5136,24.4198,86.7406,67.3037,88.1229,91.442,93.1655,99.2235,2.295,104,0,0,0,0
13,1056586320,0,3414,"NAN",0.505986,0,0,0,0.0336248,"NAN",-181.911,121.16,24.3174,999.44,0,0,-241.787,26.1348,59.6758,26.058,24.3174,24.5392,24.4198,86.6809,67.2952,88.1058,91.4676,93.029,99.2491,2.32,106.5,0,0,0,0
14,1056586380,0,3415,"NAN",0.505986,0,0,0,0.0336248,"NAN",-184.3,119.113,24.3259,999.563,0,0,-241.787,26.1604,59.9317,26.058,24.2918,24.5307,24.4113,86.7918,67.3379,87.9863,91.4334,92.9351,99.2491,2.355,106,0,0,0,0
15,1056586440,0,3416,"NAN",0.505987,0,0,0,0.0336249,"NAN",-184.812,120.137,24.3003,999.319,0,0,-241.787,26.1433,59.8549,26.058,24.2662,24.4966,24.4027,86.7747,67.372,88.0205,91.4505,92.8584,99.2235,2.365,105,0,0,0,0
16,1056586500,0,3417,"NAN",0.505986,0,0,0,0.0336248,"NAN",-189.59,119.454,24.3003,999.442,0,0,-241.787,26.1689,60,26.058,24.2577,24.5136,24.4369,86.6382,67.3123,87.7474,91.4676,92.8413,99.2235,2.36,102,0,0,0,0
17,1056586560,0,3418,"NAN",0.505984,0,0,0,0.0336247,"NAN",-180.205,118.259,24.2662,999.36,0,0,-241.778,26.1519,59.7184,26.0751,24.2491,24.5136,24.4369,86.4334,67.1502,87.7133,91.5188,92.8157,99.2491,2.34,101.5,0,0,0,0
18,1056586620,0,3419,"NAN",0.505983,0,0,0,0.0336246,"NAN",-192.662,118.089,24.3003,999.402,0,0,-241.787,26.1945,60.1365,26.1092,24.2406,24.4966,24.4113,86.4164,67.1672,87.1843,91.6041,92.7645,99.2321,2.385,104.5,0,0,0,0
19,1056586680,0,3420,"NAN",0.505982,0,0,0,0.0336246,"NAN",-195.563,119.454,24.3003,999.525,0,0,-241.787,26.2116,59.9829,26.1433,24.2662,24.5051,24.4283,86.3652,67.1758,86.9795,91.6041,92.756,99.2577,2.37,104,0,0,0,0
20,1056586740,0,3421,"NAN",0.505982,0,0,0,0.0336246,"NAN",-191.809,120.478,24.3345,999.157,0,0,-241.796,26.1945,60.4607,26.2116,24.2491,24.5307,24.4454,86.3396,67.2611,86.7065,91.5614,92.773,99.2491,2.295,104.5,0,0,0,0
21,1056586800,0,3422,"NAN",0.505982,0,0,0,0.0336246,"NAN",-191.126,118.43,24.3345,999.566,0,0,-241.787,26.2031,60.9898,26.2116,24.2491,24.5051,24.4283,86.2372,67.2099,86.7747,91.5017,92.6621,99.2406,2.365,106,0,0,0,0
22,1056586860,0,3423,"NAN",0.505983,0,0,0,0.0336246,"NAN",-182.253,120.137,24.3003,999.403,0,0,-241.787,26.2201,60.8532,26.2116,24.2406,24.5136,24.4198,86.1519,67.3037,86.5529,91.4334,92.6194,99.2235,2.41,105.5,0,0,0,0
23,1056586920,0,3424,"NAN",0.505981,0,0,0,0.0252183,"NAN",-175.939,119.795,24.2321,999.24,0,0,-241.787,26.2116,60.145,26.2799,24.2833,24.5392,24.4198,86.1519,67.1416,86.4164,91.3652,92.6194,99.2321,2.45,105.5,0,0,0,0
24,1056586980,0,3425,"NAN",0.50598,0,0,0,0.0336244,"NAN",-186.007,118.771,24.3345,999.24,0,0,-241.787,26.2372,60.9044,26.2799,24.2918,24.488,24.4283,86.1433,67.1928,86.2116,91.3652,92.645,99.2491,2.52,106,0,0,0,0
25,1056587040,0,3426,"NAN",0.505979,0,0,0,0.0336243,"NAN",-185.666,116.382,24.3345,999.444,0,0,-241.787,26.2457,61.2628,26.314,24.2406,24.5307,24.3942,86.1689,67.244,86.2116,91.3481,92.8925,99.2321,2.495,105.5,0,0,0,0
26,1056587100,0,3427,"NAN",0.505978,0,0,0,0.0336243,"NAN",-182.253,119.795,24.3771,999.608,0,0,-241.787,26.2116,60.8276,26.3311,24.2491,24.4966,24.4198,86.186,67.2611,86.2116,91.3396,93.3703,99.2321,2.465,106,0,0,0,0
27,1056587160,0,3428,"NAN",0.505978,0,0,0,0.0336243,"NAN",-184.642,120.137,24.343,999.118,0,0,-241.796,26.2201,60.3925,26.3822,24.2491,24.5051,24.4283,86.2031,67.1928,86.2116,91.3225,93.5068,99.2577,2.445,106,0,0,0,0
28,1056587220,0,3429,"NAN",0.505979,0,0,0,0.0336243,"NAN",-185.666,119.113,24.3174,999.567,0,0,-241.787,26.2201,60.8532,26.3481,24.2491,24.5307,24.4198,86.1945,67.2611,86.3481,91.3396,93.8652,99.2406,2.42,105,0,0,0,0
29,1056587280,0,3430,"NAN",0.505979,0,0,0,0.0336244,"NAN",-179.01,117.747,24.4283,999.445,0,0,-241.787,26.2201,60.9556,26.3481,24.2577,24.5136,24.4369,86.0921,67.244,86.3993,91.3481,94.0017,99.2406,2.395,105.5,0,0,0,0
30,1056587340,0,3431,"NAN",0.505978,0,0,0,0.0336243,"NAN",-178.328,120.478,24.3345,999.322,0,0,-241.796,26.2031,60.5802,26.3481,24.2662,24.5222,24.4369,86.1945,67.4147,86.314,91.3567,94.1211,99.2577,2.34,105.5,0,0,0,0
31,1056587400,0,3432,"NAN",0.505977,0,0,0,0.0336242,"NAN",-182.253,121.843,24.3515,999.363,0,0,-241.787,26.2116,60.256,26.5529,24.2406,24.5222,24.4283,86.2201,67.1075,86.6212,91.3481,93.7969,99.2577,2.465,101,0,0,0,0
32,1056587460,0,3433,"NAN",0.505976,0,0,0,0.0336241,"NAN",-197.44,84.471,24.3771,999.036,0,0,-241.778,26.2116,60.8532,26.4164,24.2321,24.4795,24.4198,85.9386,67.372,86.4846,91.3481,93.5751,99.2662,2.57,101.5,0,0,0,0
33,1056587520,0,3434,"NAN",0.505979,0,0,0,0.0336244,"NAN",-206.143,66.2116,24.2833,999.281,0,0,-241.796,26.2457,60.3584,26.3481,24.2491,24.488,24.3942,85.9386,66.9283,86.4505,91.3652,93.831,99.2406,2.83,103.5,0,0,0,0
34,1056587580,0,3435,"NAN",0.505981,0,0,0,0.0336244,"NAN",-209.898,72.3549,24.3259,999.445,0,0,-241.787,26.2457,60.4607,26.4846,24.2321,24.5136,24.4198,85.8703,67.0392,86.5529,91.331,93.8481,99.2491,2.815,103,0,0,0,0
35,1056587640,0,3436,"NAN",0.505982,0,0,0,0.0336245,"NAN",-211.604,80.0341,24.3345,999.322,0,0,-241.796,26.2799,59.8805,26.4334,24.2491,24.471,24.3942,85.785,66.8857,86.6212,91.2884,93.942,99.2406,2.425,105,0,0,0,0
36,1056587700,0,3437,"NAN",0.505984,0,0,0,0.0336247,"NAN",-211.092,77.645,24.3003,999.077,0,0,-241.787,26.2372,60.2986,26.3652,24.2747,24.4966,24.3686,85.8788,67.227,86.5529,91.2201,93.9078,99.2406,2.375,106,0,0,0,0
37,1056587760,0,3438,"NAN",0.505982,0,0,0,0.0336245,"NAN",-202.901,77.3037,24.2321,999.282,0,0,-241.787,26.2628,60.6741,26.2116,24.2491,24.4966,24.4027,85.6314,66.9454,86.5188,91.1177,93.7713,99.2406,2.405,104.5,0,0,0,0
38,1056587820,0,3439,"NAN",0.505979,0,0,0,0.0252182,"NAN",-209.898,67.2355,24.2321,999.2,0,0,-241.787,26.2372,60.2304,26.2116,24.2321,24.4795,24.3857,85.5631,66.9369,86.5358,91.1519,93.6092,99.2662,2.45,103,0,0,0,0
39,1056587880,0,3440,"NAN",0.505976,0,0,0,0.0336241,"NAN",-185.836,118.771,24.198,999.036,0,0,-241.787,26.2969,59.9915,26.2116,24.2406,24.5051,24.4283,85.4863,67.0648,86.5358,91.186,93.6007,99.2577,2.47,101,0,0,0,0
40,1056587940,0,3441,"NAN",0.505975,0,0,0,0.0336241,"NAN",-187.884,121.502,24.1638,999.363,0,0,-241.796,26.2628,59.5819,26.2116,24.2321,24.5051,24.3942,85.3157,67.0051,86.6041,91.2116,93.6775,99.2662,2.425,100,0,0,0,0
41,1056588000,0,3442,"NAN",0.505975,0,0,0,0.0336241,"NAN",-189.42,119.625,24.2065,999.077,0,0,-241.796,26.2884,60.0171,26.2116,24.2065,24.5051,24.4283,85.0683,66.8515,86.6212,91.2287,93.7969,99.2491,2.3,98.5,0,0,0,0
42,1056588060,0,3443,"NAN",0.505975,0,0,0,0.0336241,"NAN",-186.689,125.768,24.1638,999.363,0,0,-241.796,26.314,60.7423,26.2116,24.215,24.5051,24.3942,84.8037,66.8345,86.3481,91.2969,94.0956,99.2491,2.29,96,0,0,0,0
43,1056588120,0,3444,"NAN",0.505979,0,0,0,0.0336243,"NAN",-186.348,124.915,24.2065,999.241,0,0,-241.787,26.3567,60.4351,26.2457,24.1979,24.5051,24.3686,84.7525,66.6553,86.314,91.2884,93.9761,99.2577,2.425,96.5,0,0,0,0
44,1056588180,0,3445,"NAN",0.505977,0,0,0,0.0336242,"NAN",-187.543,124.573,24.2235,999.159,0,0,-241.787,26.3993,60.0853,26.2799,24.1809,24.488,24.3857,84.3345,66.6894,85.9044,91.3822,93.8737,99.2491,2.515,99.5,0,0,0,0
45,1056588240,0,3446,"NAN",0.505975,0,0,0,0.0336241,"NAN",-187.372,123.891,24.1894,999.322,0,0,-241.787,26.4249,60.785,26.2799,24.1809,24.4966,24.3686,84.4027,66.6126,85.7679,91.4334,93.7543,99.2577,2.45,100,0,0,0,0
46,1056588300,0,3447,"NAN",0.505973,0,0,0,0.033624,"NAN",-180.887,121.843,24.1724,999.2,0,0,-241.787,26.4334,61.0665,26.3481,24.1724,24.488,24.3771,84.3259,66.7235,85.7338,91.4761,93.6433,99.2577,2.37,100,0,0,0,0
47,1056588360,0,3448,"NAN",0.505973,0,0,0,0.0336239,"NAN",-178.157,116.041,24.1724,998.996,0,0,-241.796,26.4334,60.4522,26.3481,24.1724,24.488,24.3601,84.2833,66.5188,85.7338,91.5017,93.5154,99.2662,2.45,103.5,0,0,0,0
48,1056588420,0,3449,"NAN",0.505973,0,0,0,0.033624,"NAN",-179.01,118.771,24.2065,999.118,0,0,-241.787,26.4164,60.2901,26.3481,24.1979,24.4966,24.3601,84.3003,66.4932,85.5802,91.5102,93.3447,99.2662,2.485,104.5,0,0,0,0
49,1056588480,0,3450,"NAN",0.505974,0,0,0,0.016812,"NAN",-167.747,118.089,24.1126,999.322,0,0,-241.787,26.4249,60.4693,26.3481,24.2235,24.4795,24.3601,84.343,66.6212,85.7338,91.4334,93.2679,99.215,2.465,103.5,0,0,0,0
50,1056588540,0,3451,"NAN",0.505975,0,0,0,0.025218,"NAN",-179.522,115.7,24.0785,999.036,0,0,-241.787,26.4334,60.5461,26.3481,24.2065,24.5051,24.3345,84.2662,66.6723,85.6996,91.2628,93.2167,99.215,2.44,101,0,0,0,0
51,1056588600,0,3452,"NAN",0.505972,0,0,0,0.0336239,"NAN",-174.573,114.676,24.087,999.077,0,0,-241.787,26.4505,60.3157,26.3481,24.2747,24.4625,24.3515,84.3089,66.5017,85.802,91.2201,92.9949,99.2577,2.48,99,0,0,0,0
52,1056588660,0,3453,"NAN",0.505969,0,0,0,0.0252178,"NAN",-177.645,117.065,24.0785,999.2,0,0,-241.787,26.4078,60.4863,26.314,24.2406,24.4625,24.3259,84.3686,66.6041,85.8703,91.1177,92.8157,99.2406,2.54,105,0,0,0,0
53,1056588720,0,3454,"NAN",0.505966,0,0,0,0.0252176,"NAN",-176.962,118.089,24.0188,998.751,0,0,-241.787,26.4078,60.145,26.2799,24.2406,24.4454,24.3174,84.6672,66.6212,85.9727,91.1263,93.0461,99.2321,2.53,105,0,0,0,0
54,1056588780,0,3455,"NAN",0.505966,0,0,0,0.0336235,"NAN",-182.594,118.771,24.0785,999.282,0,0,-241.796,26.3908,60.0171,26.2799,24.215,24.4198,24.3601,84.599,66.7918,86.1433,91.1177,93.1399,99.2491,2.41,100,0,0,0,0
55,1056588840,0,3456,"NAN",0.505966,0,0,0,0.0336235,"NAN",-184.3,117.065,24.0273,998.996,0,0,-241.787,26.3567,59.9317,26.2457,24.215,24.3942,24.3259,84.744,66.6638,86.2116,91.1263,93.2935,99.2321,2.425,103.5,0,0,0,0
56,1056588900,0,3457,"NAN",0.505966,0,0,0,0.0336235,"NAN",-186.519,117.065,24.0358,999.077,0,0,-241.787,26.3652,59.8891,26.2116,24.2235,24.4113,24.2918,84.7099,66.5785,86.314,91.1348,93.413,99.2577,2.695,105,0,0,0,0
57,1056588960,0,3458,"NAN",0.505968,0,0,0,0.0336236,"NAN",-200.683,121.502,24.0273,999.159,0,0,-241.787,26.3396,59.488,26.2116,24.2321,24.4283,24.3003,84.9061,66.6979,86.314,91.1604,93.4471,99.2491,2.685,104,0,0,0,0
58,1056589020,0,3459,"NAN",0.505965,0,0,0,0.0336234,"NAN",-198.294,119.795,24.0273,998.791,0,0,-241.787,26.314,59.7099,26.2116,24.2491,24.3857,24.3003,84.9317,66.5956,86.4846,91.1263,93.8908,99.2406,2.565,103.5,0,0,0,0
59,1056589080,0,3460,"NAN",0.505963,0,0,0,0.0336233,"NAN",-194.881,118.771,23.9932,999.159,0,0,-241.787,26.314,60.2218,26.1775,24.2235,24.3686,24.2833,85.0427,66.6126,86.6212,91.1007,93.8652,99.2491,2.555,103,0,0,0,0
60,1056589140,0,3461,"NAN",0.505961,0,0,0,0.0336231,"NAN",-191.468,116.382,23.9932,998.996,0,0,-241.787,26.2884,59.4027,26.1433,24.215,24.3515,24.2321,84.5563,66.5273,86.7577,91.1263,93.7799,99.2406,2.73,102,0,0,0,0
61,1056589200,0,3462,"NAN",0.505961,0,0,0,0.0336231,"NAN",-195.904,117.065,24.0358,998.996,0,0,-241.796,26.3652,59.0188,26.1433,24.215,24.3259,24.2235,84.7099,66.587,86.3822,91.1689,93.8481,99.2491,2.72,104,0,0,0,0
62,1056589260,0,3463,"NAN",0.505961,0,0,0,0.0168116,"NAN",-226.109,60.0683,24.0358,998.71,0,0,-241.796,26.3225,59.8976,26.1775,24.215,24.3259,24.215,85.1194,66.4164,86.6212,91.2031,93.942,99.2491,2.675,107,0,0,0,0
63,1056589320,0,3464,"NAN",0.505962,0,0,0,0.0252174,"NAN",-205.973,69.2833,24.0102,999.036,0,0,-241.787,26.2884,59.3003,26.1775,24.1979,24.3174,24.2235,84.872,66.4676,86.843,91.3737,93.9761,99.2662,2.81,103,0,0,0,0
64,1056589380,0,3465,"NAN",0.505964,0,0,0,0.0336233,"NAN",-214.164,76.6212,24.0444,998.873,0,0,-241.787,26.3311,58.7543,26.1604,24.1382,24.3089,24.1979,84.7696,66.5956,86.587,91.442,93.8993,99.2406,2.84,100,0,0,0,0
65,1056589440,0,3466,"NAN",0.505962,0,0,0,0.0336232,"NAN",-195.904,113.311,24.0102,998.873,0,0,-241.796,26.3311,58.9334,26.1775,24.1724,24.3259,24.1894,84.9488,66.6894,86.4846,91.5358,93.814,99.2321,2.815,101.5,0,0,0,0
66,1056589500,0,3467,"NAN",0.505959,0,0,0,0.033623,"NAN",-198.635,85.8362,23.9932,998.873,0,0,-241.787,26.3225,59.4283,26.1604,24.1382,24.3259,24.1809,85.0512,66.6979,86.8089,91.6126,93.7884,99.2491,2.93,102,0,0,0,0
67,1056589560,0,3468,"NAN",0.505958,0,0,0,0.0336229,"NAN",-200.341,86.8601,24.0444,999.036,0,0,-241.796,26.2884,58.7799,26.1263,24.1212,24.3345,24.1724,84.9488,66.7321,86.9624,91.7833,93.7287,99.2321,3,101,0,0,0,0
68,1056589620,0,3469,"NAN",0.505958,0,0,0,0.033623,"NAN",-181.058,111.945,24.0188,999.02,0,0,-241.787,26.2884,58.8566,26.1092,24.1297,24.3089,24.1297,84.9915,66.7406,87.0819,91.9113,93.6177,99.2321,2.92,99,0,0,0,0
69,1056589680,0,3470,"NAN",0.505959,0,0,0,0.0252173,"NAN",-180.375,111.945,24.0273,998.776,0,0,-241.787,26.2884,58.959,26.1092,24.1212,24.2833,24.1468,84.9829,66.5529,87.2696,91.988,93.6177,99.2321,2.805,97,0,0,0,0
70,1056589740,0,3471,"NAN",0.50596,0,0,0,0.0252173,"NAN",-172.867,111.433,23.942,998.819,0,0,-241.787,26.2969,59.0358,26.058,24.1382,24.3003,24.1553,85.0512,66.4846,87.5427,92.0307,93.8908,99.2321,2.8,94.5,0,0,0,0
71,1056589800,0,3472,"NAN",0.505962,0,0,0,0.0252174,"NAN",-180.375,109.556,23.959,998.944,0,0,-241.787,26.2969,58.814,26.058,24.1553,24.2321,24.1638,84.8208,66.5444,87.8157,92.0051,93.8908,99.2577,2.975,93,0,0,0,0
72,1056589860,0,3473,"NAN",0.505962,0,0,0,0.0336232,"NAN",-177.986,111.604,23.9676,998.863,0,0,-241.787,26.3225,58.7372,26.0068,24.1212,24.2321,24.1382,84.7867,66.5529,87.6109,92.0051,93.7884,99.2235,2.91,91.5,0,0,0,0
73,1056589920,0,3474,"NAN",0.505961,0,0,0,0.0336232,"NAN",-179.01,114.676,23.9505,999.028,0,0,-241.796,26.314,58.7628,25.9727,24.1638,24.2491,24.1553,84.7099,66.5188,87.8498,91.988,93.8566,99.2491,2.97,92.5,0,0,0,0
74,1056589980,0,3475,"NAN",0.505962,0,0,0,0.0252174,"NAN",-175.768,113.311,23.9932,998.825,0,0,-241.787,26.2799,58.2594,25.9898,24.1468,24.2321,24.0956,84.3771,66.4249,87.5427,91.9027,93.8993,99.2577,3.09,93,0,0,0,0
75,1056590040,0,3476,"NAN",0.505967,0,0,0,0.0336235,"NAN",-185.495,112.969,23.9761,998.827,0,0,-241.787,26.314,59.0614,26.0239,24.1126,24.2491,24.0956,84.5136,66.3993,87.3379,91.9966,93.8822,99.2321,3.02,93,0,0,0,0
76,1056590100,0,3477,"NAN",0.505969,0,0,0,0.0336237,"NAN",-180.887,115.017,23.942,998.868,0,0,-241.787,26.3311,59.5307,26.058,24.1382,24.2577,24.0956,84.488,66.4078,87.4744,92.0136,93.6604,99.2662,2.95,93,0,0,0,0
77,1056590160,0,3478,"NAN",0.505971,0,0,0,0.0168119,"NAN",-181.57,113.481,24.0017,998.705,0,0,-241.787,26.314,58.814,26.0751,24.1212,24.2321,24.087,84.1723,66.2713,87.1331,92.0136,93.5324,99.2662,3.12,93,0,0,0,0
78,1056590220,0,3479,"NAN",0.505975,0,0,0,0.0336241,"NAN",-172.355,114.334,23.9932,998.87,0,0,-241.787,26.3311,58.3959,26.058,24.1468,24.215,24.0785,84.1894,66.3396,87.1843,92.0392,93.831,99.2406,3.19,94,0,0,0,0
79,1056590280,0,3480,"NAN",0.505973,0,0,0,0.016812,"NAN",-171.331,114.334,24.0358,998.625,0,0,-241.787,26.3396,59.0273,26.0751,24.1382,24.2065,24.0785,84.215,66.331,87.1672,92.0648,94.2577,99.2491,2.975,90.5,0,0,0,0
80,1056590340,0,3481,"NAN",0.505971,0,0,0,0.0252178,"NAN",-169.966,112.969,23.9932,999.034,0,0,-241.787,26.3311,59.4454,26.0751,24.1638,24.1979,24.1041,84.1126,66.2884,87.099,92.099,94.4795,99.2406,3.015,92.5,0,0,0,0
81,1056590400,0,3482,"NAN",0.505969,0,0,0,0.0336237,"NAN",-173.208,112.628,24.0102,998.626,0,0,-241.787,26.3311,58.9676,26.0751,24.1638,24.1724,24.0785,84.2321,66.459,87.3379,92.099,94.6075,99.2321,3.205,95.5,0,0,0,0
82,1056590460,0,3483,"NAN",0.505969,0,0,0,0.0336237,"NAN",-184.3,117.918,24.0444,998.871,0,0,-241.787,26.3481,58.5751,26.0751,24.1553,24.1894,24.087,83.8737,66.3055,86.9624,92.099,94.7014,99.2491,3.23,97.5,0,0,0,0
83,1056590520,0,3484,"NAN",0.505969,0,0,0,0.0336237,"NAN",-185.154,120.819,24.0614,998.912,0,0,-241.796,26.3737,59.2491,26.0751,24.1212,24.1724,24.07,83.9505,66.4164,87.1331,92.0392,94.8293,99.2747,2.9,97.5,0,0,0,0
84,1056590580,0,3485,"NAN",0.50597,0,0,0,0.0336237,"NAN",-190.785,120.819,24.0614,998.749,0,0,-241.796,26.3822,59.5307,26.0751,24.1553,24.1553,24.07,84.0785,66.57,87.0307,92.0307,94.872,99.2577,2.93,93.5,0,0,0,0
85,1056590640,0,3486,"NAN",0.505971,0,0,0,0.0336238,"NAN",-183.788,119.966,24.0273,999.035,0,0,-241.787,26.3567,59.2577,26.0751,24.1468,24.1553,24.0273,84.1638,66.5188,86.8771,92.0136,94.8123,99.2321,3.165,93,0,0,0,0
86,1056590700,0,3487,"NAN",0.50597,0,0,0,0.0252178,"NAN",-197.952,122.184,24.07,998.709,0,0,-241.787,26.3311,59.0444,26.1604,24.1724,24.1553,24.0273,84.1297,66.4078,86.9283,91.9539,94.7952,99.2662,2.94,92.5,0,0,0,0
87,1056590760,0,3488,"NAN",0.50597,0,0,0,0.0252178,"NAN",-217.747,125.939,24.0358,999.036,0,0,-241.787,26.3481,59.4283,26.2116,24.1724,24.1468,24.0358,84.2321,66.5529,86.9624,91.9027,94.7014,99.2662,2.945,91,0,0,0,0
88,1056590820,0,3489,"NAN",0.505973,0,0,0,0.0336239,"NAN",-219.113,128.669,24.0273,998.75,0,0,-241.787,26.3481,59.4966,26.2287,24.1382,24.1382,24.0017,84.2406,66.5273,86.8259,91.8089,94.5392,99.2577,3.585,91,0,0,0,0
89,1056590880,0,3490,"NAN",0.505976,0,0,0,0.0336241,"NAN",-216.382,125.939,24.1382,999.036,0,0,-241.796,26.314,59.1041,26.2116,24.1809,24.1297,23.9761,84.2235,66.4846,86.7577,91.7321,94.4539,99.2577,3.61,92,0,0,0,0
90,1056590940,0,3491,"NAN",0.505977,0,0,0,0.0336242,"NAN",-219.454,129.352,24.1382,998.995,0,0,-241.787,26.3396,59.4283,26.1945,24.1724,24.1212,23.9761,84.1126,66.5273,86.0751,91.587,94.3942,99.2491,3.305,89,0,0,0,0
91,1056591000,0,3492,"NAN",0.505978,0,0,0,0.0252182,"NAN",-215.358,125.597,24.07,998.791,0,0,-241.787,26.3225,59.2833,26.1604,24.1809,24.1297,23.959,84.3515,66.57,86.314,91.4249,94.3515,99.2406,3.29,91.5,0,0,0,0
92,1056591060,0,3493,"NAN",0.379488,0,0,0,0.0252185,"NAN",-233.447,66.8942,24.087,998.873,0,0,-241.787,26.314,59.7355,26.2628,24.1979,24.1212,23.9505,84.3259,66.3566,86.5188,91.3396,94.4113,99.2747,3.11,96,0,0,0,0
93,1056591120,0,3494,"NAN",0.505984,0,0,0,0.0336247,"NAN",-228.498,63.1399,24.198,998.832,0,0,-241.787,26.2969,59.4966,26.2287,24.2235,24.0956,23.9846,84.4454,66.186,86.5188,91.2628,94.6246,99.2235,3.1,94.5,0,0,0,0
94,1056591180,0,3495,"NAN",0.505984,0,0,0,0.0252185,"NAN",-226.28,59.3857,24.1297,999.036,0,0,-241.796,26.2543,58.7799,26.2457,24.2321,24.1212,24.0017,84.599,66.2713,86.6212,91.186,94.7867,99.2491,3.05,93.5,0,0,0,0
95,1056591240,0,3496,"NAN",0.505985,0,0,0,0.0336247,"NAN",-211.945,59.727,24.0444,999.036,0,0,-241.796,26.2543,58.959,26.0921,24.2747,24.1041,23.9761,84.5222,66.5529,86.9966,91.1519,94.9232,99.2577,2.97,93,0,0,0,0
