"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUN2023.CR1","35560","Biomet"
"LINE","SECONDS","NANOSECONDS","RECORD","SWIN_1_1_1","SWOUT_1_1_1","LWIN_1_1_1","LWOUT_1_1_1","PPFD_1_1_1","PPFD_2_1_1","RN_1_1_1","RG_6_4_1_1_1","SWDIF_1_1_1","TC_1_1_1","PA_1_1_1","P_RAIN_1_1_1","VIN_1_1_1","T_CRN4_1_1_1","TA_1_1_1","TA_2_1_1_2_1","TA_1_3_1","TA_1_4_1","TA_1_5_1","TA_1_6_1","RH_1_1_1","RH_1_2_1","RH_1_3_1","RH_1_4_1","RH_1_5_1","RH_1_6_1","WS_1_1_1","WD_1_1_1","WS_1_2_1","WS_1_3_1","WS_1_4_1","WD_1_4_1"
"LN","SECONDS","NANOSECONDS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","m/s","Deg","m/s","m/s","m/s","Deg"
"","","","","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Tot:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","WVc:","WVc:","Avg:","Avg:","WVc:","WVc:"
3760,1056818460,0,159,203.242,26.0568,-69.6043,-8.02696,385.254,20.456,115.608,250.756,83.9546,30.9055,997.375,0,0,33.1981,32.3118,26.4989,32.1347,31.9538,30.7094,29.6014,58.0438,58.7938,59.777,57.4557,61.973,71.3827,2.645,140,0,0,0,0
3761,1056818520,0,160,201.926,25.2979,-69.8503,-7.9123,378.439,20.4561,114.69,246.837,82.1655,30.8888,997.419,0,0,33.1358,32.2869,25.0249,32.0685,31.9289,30.6419,29.5764,58.6409,60.4564,59.9832,57.925,62.2463,71.2044,1.94,134,0,0,0,0
3762,1056818580,0,161,221.408,27.0687,-70.834,-8.02696,421.051,20.4559,131.532,278.883,81.7385,30.7862,997.34,0,0,33.115,32.2521,26.3454,32.0676,31.9282,30.5985,29.5246,59.3393,57.9159,60.2722,58.1886,62.5525,72.1498,1.805,145.5,0,0,0,0
3763,1056818640,0,162,232.201,28.8395,-71.5717,-8.02694,427.868,20.4559,139.817,280.245,78.4141,30.6156,997.496,0,0,33.0929,32.2859,25.5525,31.9991,31.979,30.5386,29.5073,59.5777,57.7111,61.3969,59.2197,63.2001,72.8314,2.475,143,0,0,0,0
3764,1056818700,0,163,186.656,23.5269,-72.0635,-8.02693,344.339,19.6034,99.0922,220.07,77.4762,30.7518,997.447,0,0,33.0397,32.2174,25.4585,31.9987,32.0128,30.4446,29.4814,59.782,57.3188,61.3796,59.1768,63.464,72.4987,2.005,148,0,0,0,0
3765,1056818760,0,164,122.945,14.4196,-72.0631,-8.48556,232.687,14.4897,44.9475,138.078,78.2442,30.5135,997.33,0,0,32.9981,32.1585,27.6411,31.9641,32.0818,30.3857,29.4566,59.5696,54.9755,61.4984,58.7257,64.104,72.6614,1.8,154,0,0,0,0
3766,1056818820,0,165,88.4567,8.09522,-71.8169,-8.71488,196.037,11.9327,17.2594,115.577,82.1653,30.275,997.373,0,0,32.8839,32.048,23.0388,31.8798,32.0395,30.3178,29.4143,60.192,57.2088,61.0902,58.2572,64.4878,72.9259,2.43,152.5,0,0,0,0
3767,1056818880,0,166,95.5646,8.09519,-71.3248,-8.71485,210.528,11.9328,24.8594,125.635,82.677,30.1388,997.497,0,0,32.7386,31.912,21.6327,31.7956,31.9716,30.2669,29.4061,60.4224,58.3427,61.841,58.6836,65.0165,73.3865,2.815,153,0,0,0,0
3768,1056818940,0,167,104.911,9.1071,-70.5871,-8.48553,223.315,13.6375,33.7019,131.602,80.632,30.1731,997.419,0,0,32.6166,31.742,21.5394,31.6609,31.759,30.2163,29.3554,61.1558,58.1726,61.8424,59.1784,65.2045,73.7109,4.09,152.5,0,0,0,0
3769,1056819000,0,168,133.738,11.6368,-70.0951,-8.02684,284.68,16.1944,60.0326,177.286,82.1652,30.1727,997.462,0,0,32.4401,31.5707,21.5387,31.5599,31.511,30.1217,29.3376,61.7518,58.0612,62.1163,59.5954,64.6327,73.5566,3.655,169,0,0,0,0
3770,1056819180,0,169,219.803,28.5833,-68.8585,-6.19151,405.728,20.4569,128.553,259.802,73.6447,30.1398,997.388,0,0,32.1962,31.4456,25.8882,31.5309,31.1558,29.9966,29.2806,61.9161,50.2898,62.3253,60.3648,65.2574,73.73,3.85,148,0,0,0,0
3771,1056819240,0,170,217.96,28.5833,-69.1044,-6.19151,400.614,20.4569,126.464,256.308,74.3266,30.1057,997.265,0,0,32.1884,31.4968,21.0211,31.4968,31.1643,29.971,29.2465,62.2912,57.2707,62.4616,60.8677,65.5302,73.6618,3.73,148.5,0,0,0,0
3772,1056819300,0,171,213.746,27.9506,-69.1037,-5.96214,392.09,20.4569,122.654,250.938,75.8609,30.0716,997.445,0,0,32.1599,31.5479,23.2373,31.5649,31.2155,29.9028,29.2124,62.2315,56.6144,62.8537,60.8677,65.7006,73.7044,3.35,152,0,0,0,0
3773,1056819360,0,172,207.425,27.0648,-69.1025,-6.19134,380.16,20.457,117.449,244.121,76.7139,30.14,997.411,0,0,32.1391,31.5229,27.4656,31.4627,31.1735,29.8693,29.1789,62.1724,55.5494,62.9049,61.0728,65.7353,73.8414,3.15,145,0,0,0,0
3774,1056819420,0,173,204.263,25.7997,-69.5931,-6.19123,376.754,20.4572,115.061,242.929,76.7998,30.0721,997.541,0,0,32.1183,31.5576,25.4375,31.3945,31.1911,29.8188,29.1539,62.386,57.4336,63.1606,60.7409,66.0342,73.9955,3.365,158,0,0,0,0
3775,1056819480,0,174,171.091,15.4288,-69.591,-6.42035,310.272,16.1955,92.4917,189.402,72.9651,29.9788,997.592,0,0,32.0885,31.5927,23.4097,31.3945,31.2006,29.7601,29.1208,62.1823,59.8723,63.4504,61.1338,66.2226,74.184,3.44,184,0,0,0,0
3776,1056819540,0,175,88.9652,6.07018,-69.5893,-6.99342,181.985,11.0811,20.2991,98.1101,72.027,29.7996,997.56,0,0,32.0275,31.5497,26.1626,31.3628,31.1149,29.7255,29.0522,62.3438,58.133,63.0775,60.8522,66.2819,74.0472,3.515,171.5,0,0,0,0
3777,1056819600,0,176,68.9605,4.55259,-69.5886,-7.10799,159.398,9.37635,1.92731,86.2624,73.647,29.7998,997.319,0,0,31.9444,31.4819,28.8139,31.2944,31.0387,29.7174,29.0867,62.6085,56.4456,63.316,61.0656,66.1289,74.346,2.93,148.5,0,0,0,0
3778,1056819660,0,177,65.9329,4.29962,-68.9731,-7.10791,155.137,8.52401,-0.231926,82.8534,72.2836,29.6295,997.118,0,0,31.8406,31.3289,24.3477,31.226,30.9368,29.7349,29.0445,63.1203,59.3271,63.8272,61.8673,66.4361,74.389,2.66,155,0,0,0,0
3779,1056819720,0,178,63.5629,4.17309,-68.603,-7.10779,151.726,8.52395,-2.10543,80.466,69.9816,29.4673,997.328,0,0,31.7393,31.1835,28.7456,31.1574,30.7914,29.6747,29.0013,63.7165,58.6021,64.5087,62.7789,66.5891,74.4737,2.74,157,0,0,0,0
3780,1056819780,0,179,61.4564,3.79366,-67.8644,-6.76377,146.611,8.52392,-3.43787,76.5448,68.8733,29.4161,997.493,0,0,31.6679,31.0725,26.1456,31.0902,30.74,29.649,29.0011,64.0146,58.5167,64.4586,62.3951,66.7764,74.4479,2.625,146.5,0,0,0,0
3781,1056819840,0,180,60.008,3.79361,-67.3717,-6.64903,143.201,8.5239,-4.50826,73.6465,65.5488,29.4245,997.536,0,0,31.5445,30.9529,26.7592,31.0231,30.612,29.5976,28.9583,63.8866,59.6161,64.6982,62.5739,66.87,74.6438,3.17,156.5,0,0,0,0
3782,1056819900,0,181,59.3492,4.29937,-66.6331,-5.96112,140.646,8.524,-5.62217,72.6245,64.7824,29.5016,997.336,0,0,31.4536,30.8685,26.7088,30.9907,30.5702,29.607,28.9251,64.3903,58.8582,64.6656,63.2396,66.939,74.6106,3.525,155,0,0,0,0
3783,1056819960,0,182,58.9538,4.29932,-66.1407,-5.96106,139.793,8.52394,-5.52514,72.1978,63.5034,29.3394,997.257,0,0,31.3394,30.7317,28.524,30.9238,30.4589,29.5468,28.8905,64.5007,59.8636,64.6669,63.2135,67.3988,74.789,3.69,147.5,0,0,0,0
3784,1056820020,0,183,59.2168,4.2993,-65.6487,-5.73177,139.793,8.52399,-4.99945,70.9196,62.4808,29.2202,997.585,0,0,31.216,30.6809,28.0811,30.8903,30.4081,29.5302,28.8738,64.8931,59.7446,64.9231,63.8361,67.3736,75.0963,4.165,155.5,0,0,0,0
3785,1056820080,0,184,58.9533,4.80508,-65.1567,-5.50247,136.385,8.52404,-5.50594,69.9823,60.0092,29.1181,997.218,0,0,31.1446,30.6557,25.064,30.8567,30.3659,29.4879,28.8657,64.9787,60.6741,65.0941,63.8621,67.5359,75.2587,3.94,157,0,0,0,0
3786,1056820140,0,185,58.6902,5.05799,-65.1567,-5.27321,135.533,8.52411,-6.25129,70.1535,58.6459,29.0161,997.179,0,0,31.0615,30.6138,29.4289,30.8235,30.2728,29.463,28.8407,65.218,59.3449,65.1119,63.82,67.6048,75.3702,2.925,166.5,0,0,0,0
3787,1056820200,0,186,56.5843,5.1844,-64.9104,-5.27317,129.568,8.52422,-8.23729,67.8528,57.9647,28.9994,997.221,0,0,31.0134,30.589,25.5512,30.7897,30.2481,29.4383,28.8245,65.3722,61.5448,65.5555,64.3408,67.7761,75.516,3.365,167.5,0,0,0,0
3788,1056820260,0,187,57.8998,5.56371,-64.664,-4.8146,130.422,8.52432,-7.51333,68.5355,55.2376,29.281,997.385,0,0,30.9535,30.5388,27.1716,30.756,30.2148,29.388,28.8168,65.1514,60.0197,64.8909,63.9154,67.811,75.4402,3.765,151.5,0,0,0,0
3789,1056820320,0,188,57.3733,5.81659,-64.6639,-4.47069,127.867,8.52449,-8.63646,66.3205,51.5731,29.1196,997.264,0,0,30.9029,30.506,25.1441,30.7906,30.2247,29.3893,28.8182,65.0589,61.7088,65.0278,64.2235,67.9146,75.4758,3.79,157.5,0,0,0,0
3790,1056820380,0,189,53.689,5.31082,-64.6642,-4.35607,118.492,8.09839,-11.9299,62.5707,51.4887,28.9922,997.428,0,0,30.8405,30.4901,26.3215,30.7911,30.1406,29.3648,28.8107,65.2986,60.6697,64.8577,64.0455,68.0265,75.6816,3.855,162.5,0,0,0,0
3791,1056820440,0,190,50.5311,5.31085,-64.6645,-4.58536,113.378,6.81974,-14.8589,58.9907,49.6988,29.018,997.51,0,0,30.7574,30.5076,29.8853,30.7912,30.1154,29.3226,28.7856,65.6059,58.4452,65.1307,64.4124,68.1889,75.8696,3.55,153,0,0,0,0
3792,1056820500,0,191,48.1627,4.80507,-64.6648,-4.35611,108.264,5.54107,-16.9511,55.8369,47.0565,28.8903,997.265,0,0,30.7159,30.4569,29.8431,30.7232,30.1073,29.3145,28.7008,65.5807,58.4967,65.2672,64.7538,68.4194,76.0491,3.61,150,0,0,0,0
3793,1056820560,0,192,46.8473,4.80513,-64.6655,-4.35617,104.855,5.11489,-18.2672,54.8998,46.2045,28.8735,997.348,0,0,30.6756,30.4661,27.7893,30.7235,30.0484,29.2897,28.727,65.4279,60.0999,64.9947,64.1236,68.5736,76.1777,3.42,150.5,0,0,0,0
3794,1056820620,0,193,45.7944,4.80511,-64.6653,-4.35615,102.298,5.11491,-19.3199,53.536,45.1817,28.8651,997.389,0,0,30.6249,30.4323,25.5305,30.7236,30.0401,29.2132,28.7188,65.718,62.2314,65.3358,64.5672,68.6761,76.357,3.32,155,0,0,0,0
3795,1056820680,0,194,45.2678,5.18444,-64.665,-4.12686,100.594,5.11493,-20.4548,53.1952,43.9884,28.8056,997.144,0,0,30.5834,30.3984,27.9603,30.7237,30.0148,29.222,28.702,65.5819,60.1089,65.1995,64.4822,68.3951,76.5449,3.11,160,0,0,0,0
3796,1056820740,0,195,43.952,4.93155,-64.911,-4.35614,98.0384,5.11505,-21.5344,51.8325,42.7959,28.7125,997.716,0,0,30.5663,30.4086,27.8085,30.6557,30.025,29.1725,28.6695,65.9756,60.8605,65.5748,64.6883,68.5502,76.5211,2.56,165,0,0,0,0
3797,1056820800,0,196,41.5835,4.55223,-64.9114,-3.89762,93.7776,5.11514,-23.9825,49.1906,41.1769,28.8409,997.635,0,0,30.4948,30.3417,27.9632,30.5877,29.9496,29.1567,28.6793,65.5761,60.981,66.0182,64.9453,68.3553,76.5907,2.675,170,0,0,0,0
3798,1056820860,0,197,39.215,4.29935,-65.1576,-3.89764,87.8106,5.11518,-26.3442,46.7187,40.2394,28.8581,997.325,0,0,30.4533,30.3423,28.1257,30.5877,29.9757,29.1572,28.6372,65.8068,60.3336,65.4727,64.9031,68.4667,76.4038,3.105,169,0,0,0,0
3799,1056820920,0,198,37.3729,4.29937,-65.2808,-3.89766,85.2537,5.11522,-28.3096,44.6729,39.3872,28.6793,997.383,0,0,30.4117,30.3428,28.7315,30.5878,29.925,29.1407,28.6207,66.1227,60.155,65.6432,65.0315,68.5866,76.5493,3.02,158.5,0,0,0,0
3800,1056820980,0,199,36.5837,4.29941,-65.1586,-3.8977,82.697,5.11528,-28.9766,42.9684,37.6826,28.7479,997.556,0,0,30.3598,30.284,30.0111,30.5538,29.8918,29.0904,28.613,66.0639,59.8317,65.7797,64.8788,68.5874,76.6866,3.19,153.5,0,0,0,0
3801,1056821040,0,200,36.3204,4.29939,-65.1583,-3.89768,81.8449,5.11531,-29.2396,42.116,36.8302,28.6457,997.324,0,0,30.3519,30.2587,29.7642,30.5197,29.8921,29.0907,28.5621,66.158,61.2558,65.8479,65.2457,68.5195,76.7978,3.27,161.5,0,0,0,0
3802,1056821100,0,201,34.7411,4.29938,-65.158,-4.12694,78.4351,5.11533,-30.5894,41.7752,36.5746,28.535,997.255,0,0,30.2999,30.2676,28.0936,30.5197,29.8243,29.0825,28.5369,66.4567,61.2135,65.9844,65.2205,68.6477,76.909,2.935,165.5,0,0,0,0
3803,1056821160,0,202,33.9515,4.29937,-64.9121,-3.66839,75.878,5.11537,-31.5916,40.8377,35.3813,28.5949,997.568,0,0,30.2583,30.2511,30.4216,30.4881,29.7907,29.0575,28.4948,66.3719,60.0971,66.0208,65.2806,68.742,77.0034,3.26,167.5,0,0,0,0
3804,1056821220,0,203,34.7412,4.5523,-65.1583,-3.89768,77.5849,5.11549,-31.0717,41.4355,35.3821,28.4847,997.387,0,0,30.2168,30.2016,27.6779,30.456,29.7838,29.025,28.4793,66.6548,61.4711,66.2955,65.6232,68.8204,77.0478,3.395,166.5,0,0,0,0
3805,1056821280,0,204,36.0573,5.18458,-64.9127,-3.43914,78.8645,5.11554,-30.6008,42.2884,32.7394,28.5873,997.486,0,0,30.2088,30.1937,28.2924,30.4556,29.7248,29.0086,28.4885,66.7236,62.8188,66.3292,65.5471,68.8977,77.2105,3.485,165.5,0,0,0,0
3806,1056821340,0,205,33.9519,4.55233,-64.9129,-3.43916,73.3234,5.11558,-32.0742,39.1342,31.3756,28.7155,997.667,0,0,30.1777,30.2029,28.6852,30.421,29.7425,28.9836,28.438,66.801,61.8133,66.4652,65.829,68.9836,77.2879,3.62,166,0,0,0,0
3807,1056821400,0,206,30.7939,4.04656,-64.9135,-3.89775,68.2088,5.11566,-34.2684,36.0654,30.7792,28.5454,997.515,0,0,30.1361,30.1527,26.7935,30.3887,29.6923,28.942,28.4134,67.1174,63.4683,66.7056,65.9238,69.0358,77.3573,2.92,163.5,0,0,0,0
3808,1056821460,0,207,28.9514,3.79363,-64.7902,-3.89773,64.7987,5.11569,-35.7348,35.6393,31.632,28.4091,997.683,0,0,30.1178,30.1532,29.8888,30.3894,29.6842,28.9339,28.4138,67.1178,60.3225,66.7744,66.1118,69.2323,77.3663,3.045,165,0,0,0,0
3809,1056821520,0,208,27.8985,3.79361,-64.4211,-3.66843,63.9465,5.11572,-36.6478,34.3606,30.5238,28.4264,997.401,0,0,30.0762,30.1109,28.7127,30.3219,29.6591,28.8917,28.3801,67.0586,61.3801,67.0138,66.5385,69.4288,77.4008,3.725,164.5,0,0,0,0
3810,1056821580,0,209,27.372,3.7936,-64.9127,-3.8977,61.3892,5.11577,-37.4366,33.2525,27.9662,28.3414,997.841,0,0,30.0579,30.1201,26.8716,30.323,29.5659,28.8838,28.3637,67.3747,63.1968,67.0149,66.7096,69.5403,77.6318,3.21,167.5,0,0,0,0
3811,1056821640,0,210,26.3193,3.79361,-63.9294,-3.43916,60.537,5.11581,-37.9645,33.0822,27.9664,28.5036,997.605,0,0,30.0163,30.0439,28.6285,30.2557,29.5494,28.8502,28.3557,67.3155,61.8416,67.0498,66.5225,69.7711,77.6494,3.495,169.5,0,0,0,0
3812,1056821700,0,211,25.793,3.79363,-63.6837,-3.20989,57.9793,5.11582,-38.4744,32.656,28.0518,28.5463,997.821,0,0,29.9955,30.0356,26.8041,30.256,29.5155,28.8163,28.3389,67.4862,63.4191,66.8114,66.4801,69.8054,77.8969,3.335,151,0,0,0,0
3813,1056821760,0,212,25.5299,3.79364,-63.3151,-3.2099,57.9795,5.11584,-38.3689,31.7182,25.9202,28.4441,997.384,0,0,29.9436,29.9932,28.6119,30.2564,29.5242,28.8251,28.322,67.3415,62.021,66.9141,66.4974,69.942,77.991,2.32,153.5,0,0,0,0
3814,1056821820,0,213,26.0565,4.29949,-63.0698,-3.43921,57.9798,5.11586,-37.8735,32.7415,25.9204,28.376,997.632,0,0,29.9124,30.0021,28.9533,30.2569,29.4734,28.7913,28.2968,67.6232,62.2004,67.1534,66.7023,70.2067,78.0851,3.095,160.5,0,0,0,0
3815,1056821880,0,214,30.7939,5.94338,-62.7006,-2.98063,64.8011,7.67381,-34.8694,38.3691,25.9204,28.4443,997.592,0,0,29.8941,30.0022,27.1288,30.2572,29.465,28.7318,28.2799,67.538,63.6841,67.0854,66.6428,69.9255,78.0341,3.26,159,0,0,0,0
3816,1056821940,0,215,41.8479,8.97825,-62.7002,-3.43917,76.7382,13.6424,-26.3914,48.4304,24.7268,28.2823,997.593,0,0,29.8733,29.9853,27.2568,30.2915,29.4566,28.7404,28.2459,67.6831,63.9741,67.2731,66.9157,70.1899,78.0939,2.39,158.5,0,0,0,0
3817,1056822000,0,216,41.0582,8.85177,-62.2083,-2.98061,71.6226,12.7897,-27.0213,44.5083,24.13,28.308,997.513,0,0,29.8733,30.0367,28.8429,30.3089,29.4654,28.7236,28.2461,67.2229,62.2946,67.1882,66.8563,70.0708,77.9919,2.325,162,0,0,0,0
3818,1056822060,0,217,33.4257,6.82853,-62.4543,-3.20989,63.0962,8.52652,-32.6473,36.4935,23.7037,28.2739,997.759,0,0,29.8629,30.0795,28.0075,30.3263,29.44,28.6896,28.2122,67.4533,62.7637,67.1544,66.8394,70.1306,78.12,2.71,163.5,0,0,0,0
3819,1056822120,0,218,29.4778,5.94337,-61.9628,-3.2099,58.833,8.52653,-35.2184,33.3387,23.1069,28.2058,997.564,0,0,29.8317,30.0539,30.4973,30.3264,29.4741,28.6982,28.2122,67.2231,62.5932,67.2909,66.9844,70.1648,78.4185,3.06,158,0,0,0,0
3820,1056822180,0,219,26.846,5.31111,-61.7171,-3.43919,54.5698,8.52654,-36.743,31.804,22.9364,28.1546,997.532,0,0,29.8225,30.0455,29.2525,30.2583,29.4316,28.6557,28.1952,67.2999,61.9368,67.3934,67.1721,70.3354,78.4015,3.065,156.5,0,0,0,0
3821,1056822240,0,220,29.4782,6.3228,-61.2258,-3.43922,55.4226,8.52655,-34.6312,35.641,23.0217,28.1461,997.815,0,0,29.8134,30.0456,27.9651,30.2585,29.4232,28.6302,28.2039,67.3086,63.2926,67.547,67.2659,70.4804,78.3163,2.665,147.5,0,0,0,0
3822,1056822300,0,221,32.6363,7.58731,-61.2254,-3.4392,57.9806,11.9372,-32.7372,37.5168,22.5101,28.1717,997.61,0,0,29.8134,30.0712,28.1101,30.2927,29.3806,28.6217,28.1357,67.3342,62.5593,67.6153,67.0358,70.3696,78.2311,2.755,149.5,0,0,0,0
3823,1056822360,0,222,31.8466,7.84018,-61.2251,-3.32454,54.57,9.37921,-33.8941,36.1526,21.828,28.1888,997.772,0,0,29.8042,30.0627,28.4683,30.3098,29.3891,28.5962,28.1443,67.1978,62.6276,67.5301,67.1467,70.4976,78.2738,2.83,153,0,0,0,0
3824,1056822420,0,223,29.2145,7.08143,-61.2249,-2.98061,49.4541,8.52657,-36.1112,33.0831,21.828,28.24,997.607,0,0,29.8158,30.131,27.3087,30.2758,29.3722,28.5877,28.1529,67.0018,63.7873,67.6326,67.1553,70.6085,78.3165,2.665,154,0,0,0,0
3825,1056822480,0,224,23.9507,5.56399,-61.225,-3.32454,44.3382,5.9686,-39.5138,28.8198,21.1459,28.2485,997.402,0,0,29.8066,30.1311,29.1505,30.2953,29.3552,28.5793,28.1273,67.1724,62.568,67.4985,67.2235,70.6086,78.3422,2.29,150.5,0,0,0,0
3826,1056822540,0,225,20.5292,4.55237,-61.2252,-3.20991,40.0749,5.11595,-42.0384,25.5797,21.2312,28.4532,997.655,0,0,29.7882,30.0885,27.4964,30.3292,29.3808,28.5537,28.1103,67.1809,64.2222,67.7371,67.2662,70.6768,78.2058,2.415,142.5,0,0,0,0
3827,1056822600,0,226,17.8973,4.04656,-61.4712,-3.20992,36.238,5.11595,-44.4106,23.7039,19.0995,28.3424,997.744,0,0,29.7766,30.0629,29.6366,30.329,29.3552,28.5622,28.0848,67.4708,61.9371,67.771,67.4197,70.7877,78.3422,2.795,144.5,0,0,0,0
3828,1056822660,0,227,14.2127,3.03495,-60.9799,-3.55386,32.4016,1.70535,-46.2483,21.7432,19.0999,28.232,997.659,0,0,29.7686,29.9959,29.2882,30.2946,29.3309,28.5208,28.0945,67.6937,62.6033,68.0094,67.2759,70.7548,78.5653,2.81,154,0,0,0,0
3829,1056822720,0,228,12.107,2.40265,-60.7337,-3.4392,30.6962,1.70534,-47.5901,20.4641,18.0766,28.2064,997.82,0,0,29.7167,29.9276,29.3478,30.2604,29.2796,28.4866,28.0688,67.8642,62.9016,68.1798,67.506,70.7888,78.6846,2.965,162,0,0,0,0
3830,1056822780,0,229,11.0542,2.27618,-60.4875,-3.2099,27.2855,1.70534,-48.4996,18.7588,17.1387,28.1467,997.655,0,0,29.6959,29.8678,27.3951,30.2603,29.3136,28.495,28.0431,67.7702,64.0697,68.0774,67.5145,70.9081,78.8123,3.16,158,0,0,0,0
3831,1056822840,0,230,9.73818,2.27618,-60.4873,-3.66845,24.7282,1.7054,-49.3568,18.0772,16.9687,27.9685,997.734,0,0,29.6543,29.8359,29.1794,30.0554,29.3073,28.446,28.0282,68.2755,62.8097,68.1795,67.9088,71.0297,78.7978,3.28,155,0,0,0,0
3832,1056822900,0,231,8.42223,2.02327,-60.4874,-3.43918,23.0226,1.70538,-50.6493,16.8833,14.4957,27.9341,997.65,0,0,29.6231,29.7927,30.7477,30.0576,29.2725,28.4454,28.0276,68.4369,61.5642,68.3352,67.9082,71.1826,78.7289,3.18,159.5,0,0,0,0
3833,1056822960,0,232,7.36947,2.02328,-60.2417,-3.20991,20.4645,1.70537,-51.6856,14.6662,13.643,28.0534,997.74,0,0,29.6023,29.7413,27.9677,29.9891,29.2211,28.4367,28.0444,68.5475,64.3779,68.4202,67.8568,71.2591,78.8395,3.105,155.5,0,0,0,0
3834,1056823020,0,233,6.31671,1.77037,-60.6107,-3.20992,19.6117,1.70537,-52.8544,13.1313,11.767,27.9766,997.747,0,0,29.5608,29.724,30.5596,30.0229,29.1953,28.3938,28.0101,68.769,61.2398,68.3175,67.8907,71.327,78.788,2.54,145.5,0,0,0,0
3835,1056823080,0,234,5.26396,1.77039,-60.2423,-2.98066,17.9066,1.70539,-53.7681,12.1083,11.5966,28.0025,997.742,0,0,29.5424,29.6907,26.8683,29.9883,29.1364,28.4116,27.9938,68.8721,63.7048,68.4535,68.1217,71.4216,78.9595,2.29,141.5,0,0,0,0
3836,1056823140,0,235,4.21115,1.77038,-60.4878,-3.20992,15.3487,1.70541,-54.8371,11.0852,10.403,27.9346,997.781,0,0,29.4789,29.6404,26.7753,29.9881,29.1544,28.3528,27.9435,69.1032,63.6289,68.6068,68.2079,71.5761,79.131,2.62,149,0,0,0,0
3837,1056823200,0,236,3.15834,1.51746,-60.7334,-3.2099,13.6435,1.70543,-55.8826,9.97678,8.86825,27.9094,997.779,0,0,29.4684,29.6328,26.8785,29.9538,29.1638,28.3452,27.9444,69.3173,63.5529,68.6748,68.1747,71.6111,79.277,2.69,155,0,0,0,0
3838,1056823260,0,237,2.10555,1.26454,-60.2414,-2.98062,11.9381,1.70544,-56.4198,9.20937,8.18611,27.9351,997.736,0,0,29.3957,29.5563,27.7059,29.9194,29.1129,28.3199,27.9362,69.4625,64.4571,68.8109,68.2261,71.8843,79.3797,2.895,154.5,0,0,0,0
3839,1056823320,0,238,1.31597,1.26454,-60.2415,-3.09526,10.659,1.70544,-57.0948,7.75977,6.56596,27.8499,997.774,0,0,29.3969,29.5566,28.2263,29.8851,29.1046,28.2604,27.8767,69.6418,61.9844,69.0153,68.5674,71.876,79.5419,3.25,156,0,0,0,0
3840,1056823380,0,239,0.657988,1.26455,-60.4876,-3.20991,8.52731,1.70546,-57.8842,7.50402,6.39548,27.7308,997.781,0,0,29.3345,29.489,27.8603,29.8508,29.0456,28.2867,27.8347,69.8131,61.8742,69.271,68.7557,72.0216,79.6109,3.015,159,0,0,0,0
3841,1056823440,0,240,0.131598,1.26455,-60.2419,-2.98064,8.52739,1.70548,-58.3942,6.82191,5.96917,27.7225,997.748,0,0,29.3137,29.4641,26.2408,29.7825,29.0548,28.2277,27.8439,69.9417,63.0515,69.3391,68.8928,72.0564,79.6629,3.065,156,0,0,0,0
3842,1056823500,0,241,-0.526397,1.26456,-60.2423,-2.98066,5.96917,1.70548,-59.0526,6.13971,5.45752,27.5946,997.825,0,0,29.2721,29.4384,26.3856,29.7824,28.995,28.2276,27.8353,70.0268,63.1793,69.5436,69.0547,72.1331,79.7139,3.135,157,0,0,0,0
3843,1056823560,0,242,-0.657991,1.1381,-60.4879,-2.75136,5.11642,1.70547,-59.5326,5.28697,4.26369,27.5946,997.578,0,0,29.241,29.4213,27.8694,29.7141,28.9609,28.1764,27.8097,70.0012,61.9258,69.7482,69.1911,72.0904,79.8333,3.28,160.5,0,0,0,0
3844,1056823620,0,243,-0.789585,1.26455,-60.7334,-2.98063,5.11642,1.27911,-59.8069,5.11642,4.77533,27.5946,997.943,0,0,29.2098,29.4298,27.767,29.714,28.9011,28.1763,27.8011,70.2911,63.4692,69.8505,69.336,72.2439,79.7906,3.61,160.5,0,0,0,0
3845,1056823680,0,244,-1.31597,1.26454,-60.7332,-3.20989,5.11642,1.2791,-60.1038,4.69005,3.75204,27.4666,997.899,0,0,29.181,29.3957,27.7755,29.7139,28.8755,28.1251,27.7414,70.3166,61.8404,70.0209,69.6174,72.3035,79.9355,3.1,151,0,0,0,0
3846,1056823740,0,245,-1.57917,1.13809,-60.6104,-2.98062,4.26368,0.852736,-60.347,4.26368,3.75204,27.3899,997.57,0,0,29.1833,29.3445,26.5731,29.6456,28.8584,28.1165,27.7498,70.4615,62.6249,70.1402,69.8135,72.5252,80.106,3.07,151,0,0,0,0
3847,1056823800,0,246,-1.84237,1.01164,-60.2417,-2.98063,2.55821,0,-60.1151,4.34895,3.75204,27.3216,997.782,0,0,29.1314,29.3103,26.3769,29.6115,28.7731,28.0824,27.7413,70.3848,63.2815,70.1572,70.0863,72.6531,80.1571,3.27,162,0,0,0,0
