"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUN2023.CR1","35560","Solo"
"LINE","SECONDS","NANOSECONDS","RECORD","flx_solo_Avg","flx_solo2_Avg","Uso_10cm_Avg","ECCs650_10cm_Avg","TempSCs650_10cm_Avg","PermCs650_10cm_Avg","PerAvgCs650_10cm_Avg","VoltRCs650_10cm_Avg","Uso_20cm_Avg","ECCs650_20cm_Avg","TempSCs650_20cm_Avg","PermCs650_20cm_Avg","PerAvgCs650_20cm_Avg","VoltRCs650_20cm_Avg","Uso_30cm_Avg","ECCs650_30cm_Avg","TempSCs650_30cm_Avg","PermCs650_30cm_Avg","PerAvgCs650_30cm_Avg","VoltRCs650_30cm_Avg","Uso_40cm_Avg","ECCs650_40cm_Avg","TempSCs650_40cm_Avg","PermCs650_40cm_Avg","PerAvgCs650_40cm_Avg","VoltRCs650_40cm_Avg","Uso_60cm_Avg","ECCs650_60cm_Avg","TempSCs650_60cm_Avg","PermCs650_60cm_Avg","PerAvgCs650_60cm_Avg","VoltRCs650_60cm_Avg","Uso_100cm_Avg","ECCs650_100cm_Avg","TempSCs650_100cm_Avg","PermCs650_100cm_Avg","PerAvgCs650_100cm_Avg","VoltRCs650_100cm_Avg"
"LN","SECONDS","NANOSECONDS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
427,1056849000,0,66,-4.493,"NAN",0.3993,0.03062,25.7972,24.8793,3.5728,1.09204,0.3817,0.01692,25.7764,23.1624,3.4982,1.04984,0.3589,0.01383,25.6965,21.1222,3.3954,1.04071,0.31649,0.00573,25.7493,17.7795,3.2021,1.01719,0.3264,0.00567,25.6288,18.5154,3.2383,1.01737,0.3742,0.01077,25.5456,22.4708,3.488,1.0318
428,1056849600,0,67,-4.733,"NAN",0.39928,0.03065,25.8027,24.8792,3.5728,1.0921,0.3817,0.017,25.7804,23.1621,3.4982,1.05012,0.3589,0.01383,25.6993,21.1223,3.3954,1.04068,0.3165,0.00573,25.7445,17.7795,3.2021,1.01718,0.3264,0.00573,25.6291,18.5151,3.2383,1.01756,0.3742,0.01069,25.5486,22.471,3.488,1.03157
429,1056850200,0,68,-4.365,"NAN",0.3993,0.03047,25.7983,24.8797,3.5728,1.0916,0.3817,0.01695,25.7748,23.1623,3.4982,1.04994,0.3589,0.01385,25.6993,21.1222,3.3954,1.0407,0.31638,0.00579,25.7482,17.7718,3.20166,1.01726,0.3264,0.00571,25.6277,18.5151,3.2383,1.01755,0.3742,0.01075,25.5422,22.4708,3.488,1.03175
430,1056850800,0,69,-4.811,"NAN",0.3993,0.03057,25.7728,24.8794,3.5728,1.09191,0.3817,0.01702,25.7734,23.1621,3.4982,1.05011,0.3589,0.01388,25.7023,21.1221,3.3954,1.04077,0.3162,0.00576,25.7507,17.7605,3.201,1.01729,0.3264,0.00568,25.6327,18.5153,3.2383,1.01743,0.3742,0.01078,25.5436,22.4708,3.488,1.03175
431,1056851400,0,70,-4.633,"NAN",0.3993,0.03051,25.765,24.8796,3.5728,1.09167,0.3817,0.01695,25.7759,23.1622,3.4982,1.05,0.3589,0.01384,25.7015,21.1223,3.3954,1.04066,0.3162,0.00573,25.749,17.7607,3.201,1.01715,0.3264,0.00573,25.6322,18.515,3.2383,1.01758,0.3742,0.01075,25.5506,22.4708,3.488,1.03174
432,1056852000,0,71,-4.934,"NAN",0.3993,0.03054,25.7524,24.8795,3.5728,1.09179,0.3817,0.01697,25.7809,23.1622,3.4982,1.05,0.3589,0.01385,25.6993,21.1223,3.3954,1.04069,0.3162,0.00579,25.7482,17.7605,3.201,1.01727,0.3264,0.0057,25.6229,18.5153,3.2383,1.01744,0.3742,0.01078,25.5439,22.4708,3.488,1.03175
433,1056852600,0,72,-4.901,"NAN",0.39929,0.03062,25.7482,24.8793,3.5728,1.09204,0.3817,0.01704,25.7764,23.162,3.4982,1.05018,0.3589,0.01387,25.7068,21.1221,3.3954,1.04076,0.3162,0.0058,25.7476,17.7603,3.201,1.01739,0.3264,0.0057,25.6294,18.5153,3.2383,1.01744,0.3742,0.01079,25.5484,22.4708,3.488,1.03181
434,1056853200,0,73,-5.403,"NAN",0.39912,0.03063,25.7375,24.8654,3.57214,1.09209,0.3817,0.0169,25.772,23.1624,3.4982,1.04978,0.3589,0.0139,25.7068,21.122,3.3954,1.04086,0.3162,0.00579,25.7454,17.7605,3.201,1.01729,0.3264,0.00574,25.621,18.515,3.2383,1.01759,0.3742,0.0108,25.5486,22.4707,3.488,1.03187
435,1056853800,0,74,-5.297,"NAN",0.399,0.03056,25.7409,24.8565,3.5717,1.09187,0.3817,0.01693,25.7767,23.1623,3.4982,1.04989,0.3589,0.0139,25.7063,21.122,3.3954,1.04085,0.3162,0.00575,25.7471,17.7606,3.201,1.01721,0.3264,0.00575,25.6291,18.515,3.2383,1.01764,0.3742,0.01077,25.5447,22.4708,3.488,1.03174
436,1056854400,0,75,-5.537,"NAN",0.399,0.03056,25.7309,24.8565,3.5717,1.09184,0.3817,0.01694,25.775,23.1623,3.4982,1.04992,0.3589,0.01386,25.7049,21.1222,3.3954,1.0407,0.3162,0.00573,25.751,17.7608,3.201,1.01714,0.3264,0.00572,25.6271,18.5152,3.2383,1.01751,0.3742,0.01064,25.5416,22.4712,3.488,1.0314
437,1056855000,0,76,-5.755,"NAN",0.399,0.03054,25.7255,24.8565,3.5717,1.09185,0.3817,0.01696,25.7714,23.1622,3.4982,1.05002,0.3589,0.01388,25.7149,21.1221,3.3954,1.04079,0.3162,0.00579,25.7591,17.7605,3.201,1.01729,0.3264,0.00571,25.6316,18.5151,3.2383,1.01753,0.3742,0.01077,25.5478,22.4708,3.488,1.03175
438,1056855600,0,77,-5.861,"NAN",0.399,0.03057,25.7211,24.8564,3.5717,1.09193,0.3817,0.01699,25.7753,23.1621,3.4982,1.05007,0.3589,0.01383,25.7012,21.1223,3.3954,1.04062,0.3162,0.0058,25.7524,17.7604,3.201,1.01731,0.3264,0.0057,25.6271,18.5153,3.2383,1.01746,0.3742,0.01079,25.5484,22.4708,3.488,1.03175
439,1056856200,0,78,-6.397,"NAN",0.399,0.03055,25.711,24.8565,3.5717,1.0918,0.3817,0.01693,25.7692,23.1622,3.4982,1.04996,0.3589,0.01387,25.7051,21.1221,3.3954,1.04078,0.3162,0.00578,25.7493,17.7605,3.201,1.0173,0.3264,0.00568,25.6313,18.5154,3.2383,1.01743,0.3742,0.01072,25.5442,22.4709,3.488,1.03163
440,1056856800,0,79,-6.318,"NAN",0.399,0.03057,25.6948,24.8564,3.5717,1.09187,0.38168,0.01695,25.7689,23.16,3.49809,1.04997,0.3589,0.01388,25.7116,21.1221,3.3954,1.04081,0.3162,0.00579,25.754,17.7604,3.201,1.0173,0.3264,0.0057,25.6291,18.5153,3.2383,1.01744,0.3742,0.01079,25.5361,22.4707,3.488,1.03186
441,1056857400,0,80,-6.212,"NAN",0.399,0.03046,25.6822,24.8568,3.5717,1.09155,0.3815,0.01692,25.761,23.1405,3.4971,1.04991,0.3589,0.01387,25.7046,21.1221,3.3954,1.04077,0.3162,0.00582,25.7526,17.7603,3.201,1.01739,0.3264,0.00571,25.6305,18.5152,3.2383,1.01752,0.3742,0.01081,25.5526,22.4707,3.488,1.03183
442,1056858000,0,81,-6.207,"NAN",0.399,0.03052,25.6819,24.8565,3.5717,1.09175,0.3815,0.0169,25.7703,23.1405,3.4971,1.04986,0.3589,0.0139,25.709,21.1221,3.3954,1.04082,0.3162,0.00579,25.7568,17.7603,3.201,1.01738,0.3264,0.00573,25.6299,18.5151,3.2383,1.01758,0.3742,0.01078,25.5461,22.4708,3.488,1.03182
443,1056858600,0,82,-6.33,"NAN",0.399,0.03051,25.6705,24.8566,3.5717,1.09171,0.3815,0.01702,25.7622,23.1402,3.4971,1.05017,0.3589,0.01384,25.7107,21.1223,3.3954,1.0407,0.3162,0.00573,25.7476,17.7607,3.201,1.01714,0.3264,0.00571,25.628,18.5152,3.2383,1.01746,0.3742,0.01078,25.5481,22.4708,3.488,1.03177
444,1056859200,0,83,-6.269,"NAN",0.399,0.03044,25.6716,24.8568,3.5717,1.09152,0.3815,0.0169,25.7605,23.1406,3.4971,1.04978,0.3589,0.01385,25.7141,21.1222,3.3954,1.04071,0.3162,0.00579,25.7546,17.7604,3.201,1.01734,0.3264,0.00569,25.6333,18.5153,3.2383,1.01745,0.3742,0.01079,25.5458,22.4707,3.488,1.03181
445,1056859800,0,84,-6.615,"NAN",0.399,0.03047,25.6534,24.8567,3.5717,1.09159,0.3815,0.0169,25.7518,23.1406,3.4971,1.0498,0.3589,0.01387,25.711,21.1222,3.3954,1.04073,0.3162,0.0058,25.7574,17.7603,3.201,1.01734,0.3264,0.00572,25.6299,18.5151,3.2383,1.01754,0.3742,0.01076,25.5509,22.4709,3.488,1.03172
446,1056860400,0,85,-6.699,"NAN",0.399,0.03052,25.6364,24.8566,3.5717,1.09174,0.3815,0.01695,25.7535,23.1404,3.4971,1.04997,0.3589,0.01387,25.7132,21.1221,3.3954,1.04079,0.3162,0.00578,25.7633,17.7604,3.201,1.01732,0.3264,0.00572,25.6263,18.5151,3.2383,1.01757,0.3742,0.01074,25.5447,22.4709,3.488,1.03168
447,1056861000,0,86,-7.179,"NAN",0.399,0.03056,25.6322,24.8564,3.5717,1.09185,0.3815,0.01699,25.7543,23.1402,3.4971,1.05012,0.3589,0.01383,25.716,21.1223,3.3954,1.04063,0.3162,0.00576,25.7608,17.7606,3.201,1.01721,0.3264,0.0057,25.633,18.5153,3.2383,1.01745,0.3742,0.01074,25.5411,22.4709,3.488,1.03171
448,1056861600,0,87,-7.006,"NAN",0.399,0.03048,25.6271,24.8567,3.5717,1.09162,0.3815,0.01697,25.749,23.1404,3.4971,1.05001,0.35886,0.01385,25.7118,21.1181,3.39516,1.04072,0.3162,0.0058,25.7689,17.7604,3.201,1.01731,0.3264,0.00575,25.6316,18.515,3.2383,1.01762,0.3742,0.01076,25.5478,22.4708,3.488,1.03177
449,1056862200,0,88,-7.33,"NAN",0.399,0.03043,25.621,24.8568,3.5717,1.09148,0.3815,0.01693,25.7443,23.1405,3.4971,1.0499,0.35872,0.01386,25.7107,21.1036,3.39432,1.04074,0.3162,0.00577,25.7669,17.7605,3.201,1.01726,0.3264,0.00573,25.633,18.5152,3.2383,1.0175,0.3742,0.0108,25.5439,22.4707,3.488,1.03185
450,1056862800,0,89,-7.201,"NAN",0.399,0.03038,25.6165,24.8569,3.5717,1.09134,0.3815,0.0169,25.7482,23.1406,3.4971,1.04977,0.3587,0.01389,25.7093,21.1013,3.3942,1.04085,0.3162,0.00577,25.7577,17.7605,3.201,1.01727,0.3264,0.00567,25.631,18.5153,3.2383,1.01744,0.3742,0.01074,25.5487,22.4709,3.488,1.03168
451,1056863400,0,90,-7.145,"NAN",0.399,0.03042,25.6065,24.8569,3.5717,1.09144,0.3815,0.01688,25.751,23.1406,3.4971,1.04979,0.3587,0.01388,25.7141,21.1014,3.3942,1.04075,0.3162,0.00577,25.7613,17.7605,3.201,1.0173,0.3264,0.00576,25.631,18.515,3.2383,1.0176,0.3742,0.01078,25.5486,22.4708,3.488,1.03183
452,1056864000,0,91,-7.542,"NAN",0.399,0.03049,25.5841,24.8566,3.5717,1.09166,0.3815,0.01699,25.7442,23.1403,3.4971,1.0501,0.3587,0.01379,25.7171,21.1017,3.3942,1.0406,0.3162,0.00578,25.7622,17.7604,3.201,1.0173,0.3264,0.00575,25.6313,18.515,3.2383,1.01764,0.3742,0.01074,25.5484,22.4709,3.488,1.03167
453,1056864600,0,92,-7.72,"NAN",0.399,0.03041,25.5774,24.8569,3.5717,1.09141,0.3815,0.01696,25.7434,23.1404,3.4971,1.05002,0.3587,0.01385,25.7113,21.1015,3.3942,1.04073,0.3162,0.00578,25.7596,17.7605,3.201,1.01728,0.3264,0.00576,25.6352,18.5149,3.2383,1.01766,0.3742,0.01073,25.5417,22.4709,3.488,1.03162
454,1056865200,0,93,-7.665,"NAN",0.399,0.03036,25.5766,24.857,3.5717,1.09129,0.3815,0.01698,25.7378,23.1404,3.4971,1.05004,0.3587,0.01383,25.7088,21.1017,3.3942,1.04061,0.3162,0.00576,25.7613,17.7606,3.201,1.01723,0.3264,0.00569,25.6302,18.5153,3.2383,1.01742,0.3742,0.01077,25.5523,22.4708,3.488,1.03177
455,1056865800,0,94,-7.681,"NAN",0.399,0.03045,25.5651,24.8568,3.5717,1.0915,0.3815,0.01685,25.7319,23.1407,3.4971,1.04967,0.3587,0.01384,25.7116,21.1016,3.3942,1.04066,0.3162,0.00579,25.768,17.7604,3.201,1.01731,0.3264,0.00567,25.6313,18.5154,3.2383,1.01742,0.3742,0.01069,25.5433,22.4711,3.488,1.03154
456,1056866400,0,95,-8.02,"NAN",0.399,0.03044,25.5405,24.8568,3.5717,1.0915,0.3815,0.01695,25.7336,23.1405,3.4971,1.04992,0.3587,0.01392,25.7102,21.1013,3.3942,1.04087,0.3162,0.00576,25.7622,17.7606,3.201,1.01722,0.3264,0.0057,25.6277,18.5153,3.2383,1.01744,0.3742,0.01078,25.5467,22.4708,3.488,1.03182
457,1056867000,0,96,-8.33,"NAN",0.399,0.03047,25.5464,24.8567,3.5717,1.09161,0.3815,0.01689,25.7233,23.1406,3.4971,1.04981,0.3587,0.01383,25.7132,21.1016,3.3942,1.04068,0.3162,0.00573,25.7596,17.7607,3.201,1.01715,0.3264,0.00572,25.64,18.5151,3.2383,1.01753,0.3742,0.01073,25.5537,22.4709,3.488,1.03171
458,1056867600,0,97,-8.67,"NAN",0.399,0.03033,25.542,24.8571,3.5717,1.09121,0.3815,0.01696,25.7222,23.1404,3.4971,1.04997,0.3587,0.01385,25.7099,21.1015,3.3942,1.04071,0.3162,0.00575,25.7619,17.7607,3.201,1.01719,0.3264,0.00571,25.6338,18.5152,3.2383,1.0175,0.3742,0.0108,25.552,22.4708,3.488,1.03182
459,1056868200,0,98,-8.87,"NAN",0.399,0.0304,25.5364,24.8569,3.5717,1.09139,0.3815,0.01692,25.7191,23.1405,3.4971,1.0499,0.3587,0.01384,25.7074,21.1016,3.3942,1.04066,0.3162,0.00581,25.7641,17.7604,3.201,1.01733,0.3264,0.00568,25.633,18.5153,3.2383,1.01742,0.37431,0.01082,25.5528,22.4791,3.48848,1.03189
460,1056868800,0,99,-8.93,"NAN",0.399,0.03051,25.516,24.8566,3.5717,1.0917,0.3815,0.01692,25.7222,23.1405,3.4971,1.04985,0.3587,0.01386,25.7085,21.1015,3.3942,1.04072,0.3162,0.00578,25.7703,17.7604,3.201,1.01732,0.3264,0.00565,25.6347,18.5155,3.2383,1.01736,0.37426,0.01076,25.5545,22.4751,3.48824,1.03168
461,1056869400,0,100,-8.85,"NAN",0.399,0.03029,25.5042,24.8572,3.5717,1.09106,0.3815,0.01689,25.7093,23.1406,3.4971,1.04977,0.3587,0.01378,25.7113,21.1018,3.3942,1.04049,0.3162,0.00574,25.7596,17.7608,3.201,1.01714,0.3264,0.00572,25.6302,18.5151,3.2383,1.01757,0.37429,0.01068,25.55,22.4774,3.48836,1.03152
462,1056870000,0,101,-8.4,"NAN",0.399,0.03036,25.492,24.857,3.5717,1.09126,0.3815,0.01694,25.7157,23.1405,3.4971,1.04991,0.3587,0.01384,25.7029,21.1016,3.3942,1.04066,0.3162,0.00571,25.763,17.761,3.201,1.01705,0.3264,0.00574,25.6294,18.5151,3.2383,1.01755,0.3742,0.01074,25.5445,22.4709,3.488,1.03165
463,1056870600,0,102,-8.04,"NAN",0.399,0.0304,25.4925,24.8569,3.5717,1.09141,0.3815,0.01692,25.7132,23.1406,3.4971,1.04982,0.3587,0.0138,25.7088,21.1017,3.3942,1.04061,0.3162,0.0058,25.7678,17.7604,3.201,1.01735,0.3264,0.0057,25.6389,18.5153,3.2383,1.01742,0.3742,0.01081,25.5478,22.4707,3.488,1.03188
464,1056871200,0,103,-7.82,"NAN",0.399,0.03041,25.468,24.8569,3.5717,1.09139,0.3815,0.01699,25.6995,23.1403,3.4971,1.05006,0.3587,0.01383,25.7049,21.1016,3.3942,1.04066,0.3162,0.00576,25.7636,17.7606,3.201,1.01723,0.3264,0.00572,25.6344,18.5152,3.2383,1.01752,0.3742,0.01074,25.5514,22.4708,3.488,1.03174
465,1056871800,0,104,-7.713,"NAN",0.39886,0.03044,25.4719,24.8407,3.57093,1.09149,0.38123,0.01687,25.6965,23.1211,3.49611,1.04972,0.3587,0.01379,25.7068,21.1018,3.3942,1.04047,0.3162,0.00572,25.7624,17.7606,3.201,1.0172,0.3264,0.00569,25.6291,18.5152,3.2383,1.01749,0.3742,0.01077,25.5514,22.4708,3.488,1.03176
466,1056872400,0,105,-7.255,-365.3,0.3988,0.03036,25.4504,24.8341,3.5706,1.09126,0.3812,0.01689,25.6889,23.1189,3.496,1.04977,0.3587,0.01389,25.6998,21.1013,3.3942,1.04085,0.3162,0.00569,25.7694,17.761,3.201,1.01697,0.3264,0.00562,25.6302,18.5156,3.2383,1.01725,0.3742,0.01084,25.5528,22.4706,3.488,1.03194
467,1056873000,0,106,-7.143,-288,0.3988,0.03034,25.4406,24.8341,3.5706,1.09124,0.3812,0.01686,25.6886,23.1189,3.496,1.04973,0.3587,0.01386,25.7091,21.1015,3.3942,1.04072,0.3162,0.00574,25.7725,17.7606,3.201,1.0172,0.3264,0.00574,25.6313,18.515,3.2383,1.01762,0.3742,0.01073,25.5509,22.4709,3.488,1.03163
468,1056873600,0,107,-6.852,-228.9,0.3988,0.03046,25.4339,24.8338,3.5706,1.09161,0.3812,0.01694,25.6839,23.1187,3.496,1.04992,0.3587,0.01386,25.697,21.1015,3.3942,1.0407,0.3162,0.00569,25.7683,17.7608,3.201,1.01711,0.3264,0.00572,25.6325,18.5153,3.2383,1.01746,0.3742,0.01073,25.5632,22.4709,3.488,1.03168
469,1056874200,0,108,-6.405,-187.5,0.3988,0.03026,25.4211,24.8344,3.5706,1.09098,0.3812,0.01694,25.6788,23.1187,3.496,1.04989,0.3587,0.01379,25.7046,21.1018,3.3942,1.04053,0.3162,0.0058,25.7714,17.7604,3.201,1.01734,0.3264,0.0057,25.6397,18.5152,3.2383,1.01747,0.3742,0.01071,25.5542,22.471,3.488,1.03159
470,1056874800,0,109,-5.685,-130.5,0.3988,0.0302,25.4177,24.8345,3.5706,1.09074,0.3812,0.01688,25.6786,23.1188,3.496,1.04977,0.3587,0.01381,25.7023,21.1017,3.3942,1.04056,0.31617,0.00573,25.7616,17.7589,3.20088,1.0171,0.3264,0.00571,25.6338,18.5152,3.2383,1.01754,0.3742,0.01081,25.5512,22.4707,3.488,1.03186
471,1056875400,0,110,-4.865,-58.72,0.3988,0.03032,25.4007,24.8341,3.5706,1.09117,0.3812,0.01692,25.678,23.1188,3.496,1.04984,0.3587,0.0138,25.7035,21.1017,3.3942,1.04063,0.3162,0.00575,25.7689,17.7607,3.201,1.0172,0.3264,0.00572,25.6333,18.5151,3.2383,1.01754,0.3742,0.01072,25.5553,22.4709,3.488,1.03162
472,1056876000,0,111,-4.429,32.19,0.3988,0.03031,25.3999,24.8342,3.5706,1.09107,0.3812,0.01689,25.6624,23.1189,3.496,1.04974,0.35855,0.01386,25.6993,21.0912,3.39365,1.04074,0.3162,0.00573,25.7711,17.7608,3.201,1.0171,0.3264,0.00572,25.6352,18.5152,3.2383,1.01749,0.3742,0.01078,25.5576,22.4708,3.488,1.03178
473,1056876600,0,112,-3.849,71.74,0.3988,0.03039,25.3871,24.834,3.5706,1.09135,0.3812,0.01678,25.6685,23.1191,3.496,1.04949,0.3584,0.01383,25.7009,21.0809,3.3931,1.04065,0.31603,0.00579,25.7658,17.7473,3.20016,1.01731,0.32625,0.00569,25.6355,18.5056,3.2377,1.01744,0.374,0.01069,25.5573,22.4499,3.4869,1.03155
474,1056877200,0,113,-3.766,142.4,0.3988,0.03024,25.3798,24.8344,3.5706,1.09091,0.3812,0.0169,25.6579,23.1188,3.496,1.04981,0.3584,0.01372,25.6923,21.0813,3.3931,1.04036,0.31596,0.00571,25.765,17.7421,3.1998,1.01705,0.3261,0.00567,25.6294,18.4961,3.2371,1.01739,0.374,0.01068,25.5492,22.4499,3.4869,1.03153
475,1056877800,0,114,-2.839,190.6,0.3988,0.03029,25.3753,24.8342,3.5706,1.09106,0.38118,0.01683,25.6512,23.1168,3.49588,1.04961,0.3584,0.01378,25.699,21.081,3.3931,1.04056,0.31595,0.00573,25.7731,17.7418,3.1998,1.01721,0.32604,0.00567,25.6341,18.4903,3.23677,1.01738,0.374,0.01073,25.5523,22.4497,3.4869,1.03167
476,1056878400,0,115,-2.248,236.9,0.3988,0.03037,25.3681,24.8341,3.5706,1.09126,0.381,0.01679,25.6506,23.0974,3.4948,1.04949,0.3584,0.01383,25.6965,21.0809,3.3931,1.04068,0.31596,0.00576,25.7647,17.7418,3.1998,1.01724,0.3259,0.00569,25.6366,18.4767,3.236,1.01745,0.374,0.01073,25.5467,22.4498,3.4869,1.03165
477,1056879000,0,116,-1.74,327.4,0.3988,0.03024,25.3457,24.8344,3.5706,1.0909,0.381,0.01688,25.6515,23.0971,3.4948,1.04976,0.3584,0.01382,25.6864,21.0809,3.3931,1.04068,0.31594,0.00572,25.7622,17.7421,3.1998,1.01704,0.3259,0.00566,25.6408,18.4768,3.236,1.0174,0.37392,0.01072,25.5464,22.4413,3.48646,1.03166
478,1056879600,0,117,-0.999,"NAN",0.3988,0.0303,25.3488,24.8342,3.5706,1.09112,0.381,0.01682,25.6417,23.0973,3.4948,1.04957,0.35836,0.0138,25.6855,21.0769,3.39288,1.04055,0.31573,0.00564,25.7636,17.7254,3.19881,1.01696,0.3259,0.00573,25.6406,18.4765,3.236,1.01757,0.37379,0.01071,25.5475,22.4287,3.4858,1.03161
479,1056880200,0,118,-0.452,370.4,0.3988,0.03022,25.3483,24.8344,3.5706,1.09086,0.38102,0.01686,25.6408,23.0993,3.49492,1.04968,0.3582,0.01373,25.6869,21.0606,3.392,1.04034,0.3157,0.00576,25.7694,17.7231,3.1987,1.01718,0.3259,0.00573,25.6414,18.4765,3.236,1.01754,0.3738,0.01073,25.5475,22.4286,3.4858,1.03168
480,1056880800,0,119,-0.229,"NAN",0.3988,0.03033,25.3505,24.8341,3.5706,1.09121,0.38114,0.01678,25.6313,23.1127,3.49564,1.04945,0.3582,0.01378,25.6872,21.0604,3.392,1.04053,0.3157,0.00572,25.7616,17.7232,3.1987,1.01711,0.32563,0.00574,25.6322,18.4592,3.23501,1.01755,0.3738,0.01071,25.552,22.4286,3.4858,1.03164
481,1056881400,0,120,0.736,"NAN",0.3988,0.03029,25.3466,24.8342,3.5706,1.0911,0.3812,0.01684,25.6285,23.119,3.496,1.04961,0.3582,0.01377,25.6925,21.0604,3.392,1.04052,0.31564,0.00569,25.7686,17.7195,3.19848,1.01707,0.3256,0.00568,25.6364,18.4576,3.2349,1.01738,0.37365,0.01074,25.5514,22.418,3.48525,1.03168
482,1056882000,0,121,0.714,"NAN",0.3988,0.03028,25.3352,24.8343,3.5706,1.09102,0.38121,0.01684,25.6196,23.119,3.496,1.04962,0.3582,0.01379,25.6817,21.0604,3.392,1.04053,0.3154,0.00566,25.768,17.7048,3.1976,1.01693,0.3256,0.00568,25.6361,18.4575,3.2349,1.01743,0.3735,0.01068,25.5492,22.4077,3.4847,1.03144
483,1056882600,0,122,1.037,"NAN",0.39872,0.03029,25.3446,24.825,3.57012,1.09106,0.38104,0.0169,25.6204,23.1014,3.49504,1.04981,0.35802,0.01381,25.6808,21.0479,3.39128,1.04055,0.3154,0.00571,25.7672,17.7045,3.1976,1.01709,0.32548,0.00574,25.6313,18.4457,3.23418,1.01759,0.3735,0.01076,25.5512,22.4074,3.4847,1.03174
484,1056883200,0,123,1.601,"NAN",0.3986,0.03027,25.3418,24.8114,3.5694,1.09095,0.381,0.0168,25.6168,23.0973,3.4948,1.04955,0.35791,0.01377,25.6794,21.0398,3.3908,1.04045,0.3154,0.00574,25.7591,17.7043,3.1976,1.01721,0.3254,0.00569,25.6369,18.4382,3.2337,1.01743,0.3735,0.01069,25.559,22.4076,3.4847,1.03151
485,1056883800,0,124,1.957,"NAN",0.3986,0.03034,25.3421,24.8112,3.5694,1.0912,0.381,0.01676,25.6154,23.0975,3.4948,1.04938,0.3579,0.01371,25.6802,21.04,3.3908,1.04031,0.31524,0.00566,25.7638,17.6896,3.19664,1.01699,0.3254,0.00567,25.6425,18.4383,3.2337,1.01738,0.3733,0.01072,25.5517,22.3864,3.4835,1.03161
486,1056884400,0,125,2.359,"NAN",0.3986,0.03024,25.3438,24.8114,3.5694,1.09089,0.381,0.0168,25.6065,23.0973,3.4948,1.04956,0.35791,0.01378,25.6777,21.0398,3.3908,1.0405,0.31502,0.00568,25.7655,17.6746,3.19574,1.01702,0.32516,0.00564,25.6386,18.4231,3.23282,1.01726,0.3733,0.01068,25.5475,22.3866,3.4835,1.03145
487,1056885000,0,126,2.9,"NAN",0.3986,0.03017,25.3399,24.8116,3.5694,1.09074,0.381,0.0168,25.6098,23.0973,3.4948,1.04954,0.35774,0.01373,25.6794,21.0234,3.38992,1.04039,0.3149,0.00576,25.7616,17.6667,3.1953,1.01725,0.3251,0.00567,25.6341,18.4191,3.2326,1.01736,0.3733,0.0106,25.5576,22.3868,3.4835,1.03124
488,1056885600,0,127,3.474,"NAN",0.3986,0.03025,25.3536,24.8114,3.5694,1.09095,0.38096,0.01685,25.6017,23.0928,3.49458,1.04967,0.3577,0.01373,25.6763,21.0193,3.3897,1.04038,0.3149,0.0057,25.7624,17.6669,3.1953,1.0171,0.32506,0.00567,25.6425,18.4153,3.23238,1.01735,0.3731,0.01064,25.5517,22.3655,3.4824,1.0314
489,1056886200,0,128,3.893,"NAN",0.3986,0.03022,25.3547,24.8115,3.5694,1.09083,0.3808,0.0168,25.6028,23.0756,3.4937,1.04949,0.3577,0.01374,25.6724,21.0192,3.3897,1.04041,0.31473,0.00568,25.7638,17.6522,3.19442,1.01698,0.3249,0.00562,25.642,18.4,3.2315,1.01728,0.37309,0.01076,25.5562,22.3651,3.4824,1.03178
490,1056886800,0,129,3.792,"NAN",0.3986,0.03016,25.3667,24.8117,3.5694,1.09069,0.3808,0.01685,25.6003,23.0754,3.4937,1.04966,0.3576,0.01375,25.6707,21.0089,3.38915,1.04043,0.31469,0.0057,25.7683,17.6483,3.1942,1.01704,0.3249,0.00559,25.642,18.4002,3.2315,1.01713,0.3731,0.01066,25.5526,22.3655,3.4824,1.03142
491,1056887400,0,130,3.792,"NAN",0.3986,0.03021,25.3728,24.8115,3.5694,1.09088,0.3808,0.0168,25.595,23.0756,3.4937,1.0495,0.35748,0.01378,25.6624,20.9984,3.3886,1.04052,0.31468,0.00574,25.7619,17.648,3.1942,1.01719,0.32469,0.00566,25.6378,18.3863,3.23066,1.0174,0.37283,0.0107,25.5576,22.3464,3.48141,1.03153
492,1056888000,0,131,4.077,"NAN",0.3986,0.03019,25.3737,24.8116,3.5694,1.09076,0.3808,0.01679,25.5844,23.0756,3.4937,1.04951,0.35748,0.01379,25.666,20.9985,3.3886,1.04048,0.3144,0.00574,25.7638,17.6292,3.193,1.0172,0.3246,0.00565,25.6397,18.3806,3.2303,1.01736,0.37278,0.01061,25.5553,22.3424,3.48118,1.03135
