"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUL2023.CR1","22247","meteo"
"TIMESTAMP","RECORD","SWIN_1_1_1","SWOUT_1_1_1","LWIN_1_1_1","LWOUT_1_1_1","PPFD_1_1_1","PPFD_2_1_1","RN_1_1_1","RG_1_1_1","SWDIF_1_1_1","TC_1_1_1","PA_1_1_1","P_RAIN_8_19_1_1_1","VIN_1_1_1","T_CRN4_1_1_1","TA_1_1_1","TA_1_2_1","TA_1_3_1","TA_2_1_1_4_1","TA_2_1_1_5_1","TA_1_6_1","RH_1_1_1","RH_1_2_1","RH_1_3_1","RH_1_4_1","RH_1_5_1","RH_1_6_1","WS_1_1_1","WD_1_1_1","WS_1_2_1","WS_1_3_1","WS_1_4_1","WD_1_4_1","H2O_1_2_1","H2O_99_99_1_3_1","H2O_1_4_1","H2O_1_5_1","H2O_1_6_1","H2O_1_7_1","CO2_1_2_1","CO2_1_3_1","CO2_1_4_1","CO2_1_5_1","CO2_1_6_1","CO2_1_7_1"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","m/s","Deg","m/s","m/s","m/s","Deg","","","","","","","","","","","",""
"","","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Tot:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","WVc:","WVc:","Avg:","Avg:","WVc:","WVc:","Smp:","Smp:","Smp:","Smp:","Smp:","Smp:","Smp:","Smp:","Smp:","Smp:","Smp:","Smp:"
"2023-08-06 05:30:00",275,-1.540511,0.565132,-44.36472,-2.576937,0,0,-43.89342,1.29124,1.697952,22.84215,999.9551,0,49.58012,24.47741,25.29664,25.31,25.00853,23.10693,23.15841,23.06996,87.76478,87.83333,90.31171,96.20506,95.88168,99.25938,1.256,15.18319,0.37329,0.34224,0,0,-5.288191,-5.658976,-6.22471,-6.748395,-6.719453,-6.661569,376.7918,388.8191,396.5052,436.9283,443.2287,447.3993
"2023-08-06 06:00:00",276,-0.6364021,1.417068,-44.31614,-2.343747,0.9527872,0.05688282,-44.02586,1.473265,1.814562,22.98521,1000.094,0,49.53922,24.52656,25.40329,25.33276,24.967,23.14675,23.03412,22.92576,85.70107,86.75312,90.05005,96.4269,96.31569,99.26194,1.442,43.51312,0.81903,0.7589999,0,0,-6.424573,-6.447508,-6.526143,-6.604232,-6.75058,-6.638088,374.7304,390.7031,399.215,434.5051,452.1707,440.43
"2023-08-06 06:30:00",277,16.23488,5.010351,-45.32079,-2.829324,33.68885,3.213879,-31.26694,14.01024,10.40102,23.31171,1000.247,0,49.60229,24.78032,25.49743,25.61035,25.21785,23.21188,23.0711,22.8905,84.28327,83.21956,87.49316,96.122,96.69112,99.26506,1.343834,62.2987,1.0212,0.9301199,0.00069,107.6314,-5.433993,-6.160819,-6.551262,-6.59604,-6.794266,-6.830853,374.6348,386,393.058,406.5938,451.5016,472.7099
"2023-08-06 07:00:00",278,87.71301,14.38562,-48.31354,-5.004794,175.0711,15.07395,30.01864,72.27815,32.0876,24.01365,1000.603,0,50.86111,25.46126,25.39732,25.50881,25.26222,23.60352,23.20392,22.93173,85.9468,85.12229,88.47155,94.76847,96.78156,99.27161,1.8885,66.69949,1.12677,0.89907,0.03519,96.11701,-5.420887,-5.544847,-6.187031,-6.233993,-6.303891,-6.200683,380.1775,391.727,398.6962,417.8635,462.826,462.942
"2023-08-06 07:30:00",279,202.1475,26.28398,-52.58385,-5.371206,398.7218,24.00226,128.6509,184.0507,52.23045,25.54659,1001.023,0,52.60548,26.38011,25.6329,25.93804,26.19964,24.6853,23.7201,23.31969,86.45277,84.85571,85.27187,90.8074,96.631,99.2795,1.649833,78.49734,0.65826,0.71691,0.06348,85.00616,-4.513856,-4.636178,-4.675922,-5.30822,-5.4519,-5.23456,386.7781,399.0375,398.6937,409.0817,464.5739,468.7187
"2023-08-06 08:00:00",280,311.3503,37.21651,-59.9151,-6.678264,615.2621,27.94844,220.897,298.0523,64.65389,27.16376,1001.415,0,53.38552,28.00749,26.6468,27.11848,27.51562,26.04859,24.63695,24.05865,83.05003,80.06557,79.72547,84.46117,94.62411,99.28061,1.357834,91.1569,0.6072,0.75624,0.09867,89.13972,-3.960624,-3.51069,-3.372535,-4.143315,-4.034057,-4.313519,383.8118,384.2667,384.2042,390.4133,392.6563,463.8313
"2023-08-06 08:30:00",281,421.4169,46.93882,-65.409,-8.902038,832.587,34.0261,317.9712,418.7962,84.72121,28.4882,1001.933,0,54.23523,29.75104,27.65048,28.08967,28.41534,27.34945,26.11659,25.22515,80.75872,77.74865,77.16726,79.52249,86.82814,99.06266,1.6275,86.68213,0.92391,1.06329,0.48783,83.37479,-2.961906,-2.930735,-2.562526,-3.212256,-3.296163,-3.511109,383.7505,383.6737,384.1076,384.6725,381.9948,452.1717
"2023-08-06 09:00:00",282,527.6017,56.47898,-66.88329,-8.833056,1030.645,39.37947,413.0725,534.938,105.4022,29.72974,1002.308,0,56.37959,30.85386,28.51606,28.8938,29.23107,28.54704,27.59887,26.46821,78.94917,76.03073,75.60329,76.3971,81.02401,96.05501,1.825333,90.53484,1.14747,1.19508,0.2842799,78.41431,-2.112431,-1.983636,-2.541341,-2.699047,-2.594817,-2.825104,384.0866,381.2486,375.5322,378.513,385.3616,463.1242
"2023-08-06 09:30:00",283,634.681,65.87343,-67.21628,-8.791137,1226.723,44.49468,510.3824,651.3702,130.3803,30.66793,1002.367,0,57.46056,31.80488,29.36566,29.71269,30.02107,29.83832,28.72417,27.6754,76.21935,73.5508,73.19012,72.33718,76.9515,90.6384,2.729,77.43953,2.12934,1.92579,0.61893,60.8778,-1.605458,-0.9991819,-1.613643,-1.877764,-1.748432,-1.936154,375.2047,374.161,370.7027,373.0423,374.011,431.1665
"2023-08-06 10:00:00",284,722.0357,72.3913,-68.22845,-8.81021,1385.496,48.22947,590.2261,738.6014,144.1628,31.75076,1002.246,0,57.43562,32.76424,30.40286,30.57168,30.84559,31.87674,29.81826,28.69963,71.76936,69.67702,69.41048,64.92885,72.27293,86.01081,2.680167,93.9888,2.03619,1.77192,0.72795,86.60237,-0.444728,-0.9008962,-1.238082,-1.192202,-1.212365,-1.34221,365.0312,362.2611,359.5169,361.8267,374.3952,440.1887
"2023-08-06 10:30:00",285,826.8314,80.50756,-71.23318,-10.25503,1579.724,52.88625,685.3457,821.6352,152.9239,32.95034,1002.091,0,57.41396,33.97894,30.99465,31.32856,31.63044,33.16892,30.47999,29.09347,69.18782,66.54209,66.27163,60.73597,70.63547,86.76991,3.039833,66.21607,2.21835,1.99065,0.58443,53.87635,-0.07802271,0.09602374,-0.754012,-0.7207349,-0.6274452,-1.074276,357.637,356.6602,355.1527,356.8649,365.227,428.549
"2023-08-06 11:00:00",286,902.9053,88.01073,-71.25651,-10.97724,1719.191,57.13159,754.6152,895.8563,209.2485,33.62936,1001.751,0,56.76611,34.7466,31.29502,31.82414,32.13866,33.59762,31.11032,29.89664,68.11407,64.98711,64.75101,59.14124,67.66084,80.99964,2.638334,70.90687,2.01342,1.794,0.57063,44.04087,0.6650808,0.344817,-0.1614965,-0.3551795,-0.3513617,-0.4370187,355.6028,354.8869,353.0517,354.4431,354.1024,391.5707
"2023-08-06 11:30:00",287,824.8818,81.41843,-63.33115,-12.5401,1590.93,54.74107,692.6724,870.2821,307.421,33.72631,1001.426,0,54.84016,35.38848,31.96971,32.13963,32.41528,33.60612,31.37329,30.24124,65.7304,63.67942,63.29539,58.53407,66.29216,79.47916,2.573667,95.33291,2.0769,1.8492,0.80592,71.05249,0.6868933,1.026258,0.6197942,-0.1789528,-0.3229885,-0.4948547,354.5862,354.6273,353.9661,353.3177,364.209,404.0513
"2023-08-06 12:00:00",288,803.2115,81.78181,-54.74463,-10.01765,1478.392,53.26347,676.7027,799.2309,328.1505,33.78402,1000.922,0,56.41502,34.89721,31.80438,32.16808,32.43231,33.35895,31.51909,30.45211,65.82956,63.13187,63.02541,59.0677,65.02742,77.60608,2.4775,67.9383,2.00928,1.81125,0.67482,65.59667,0.9127741,0.1789551,-0.5706879,-0.6585334,-0.5068515,-0.6830795,355.664,354.1156,352.1108,354.2866,357.9757,402.9802
"2023-08-06 12:30:00",289,1010.175,98.58021,-71.30647,-11.49651,1893.358,68.11417,851.7844,1040.626,240.8435,34.77575,1000.206,0,56.84156,36.1057,32.65258,32.68952,32.9018,34.22259,32.32153,31.11469,62.48715,60.88106,60.78854,55.62374,61.43803,73.16434,2.668,91.38928,2.12865,1.94787,0.9811801,100.5284,0.2897115,0.07419735,0.327356,0.196418,-0.5139502,-0.836387,354.1296,353.3861,353.0927,353.0042,353.4341,385.7051
"2023-08-06 13:00:00",290,1035.825,101.3332,-72.12304,-11.81903,1922.596,65.88535,874.1882,1100.054,287.2698,35.64229,999.6457,0,56.03476,36.93949,33.46533,33.24651,33.55598,34.73643,32.90466,31.56905,57.52553,56.53775,56.48351,52.39367,57.90008,69.9686,2.6215,113.0421,2.11623,1.89198,0.9763499,94.21982,0.3917354,-0.1833161,-0.7196362,-0.6497954,-0.690173,-1.002802,352.3085,351.6062,352.7042,352.1651,353.4612,384.308
"2023-08-06 13:30:00",291,749.1146,71.43237,-68.98923,-11.41355,1405.994,48.76474,620.1066,796.0931,237.8358,34.65472,999.1204,0,55.29788,36.17324,33.29499,33.08498,33.35738,34.0239,32.87412,31.26113,58.16374,57.30155,57.33567,54.20006,57.73664,70.42967,2.492,114.7937,1.86645,1.7112,0.7879799,125.1581,-0.2460625,-0.9738792,-0.9160506,-0.8685819,-0.9056979,-1.1343,354.3679,352.6154,351.6063,351.7562,354.1851,393.5703
"2023-08-06 14:00:00",292,858.7865,83.32399,-80.12406,-13.02301,1627.441,55.98441,708.3615,932.1204,204.3775,35.67603,998.6168,0,55.91908,37.28352,33.89069,33.60452,33.89989,34.88335,33.14726,31.37707,56.40762,55.65283,55.52309,52.18095,57.35197,70.97807,1.927334,118.4292,1.27788,1.32687,0.5292301,127.257,-0.3175368,-0.4293829,-0.846756,-0.7965671,-0.9433281,-1.171927,352.507,352.0834,352.4586,352.1928,359.1149,406.3831
"2023-08-06 14:30:00",293,553.4859,53.48733,-71.4855,-11.8188,1022.149,38.63311,440.3318,578.5043,179.1628,33.9879,998.206,0,55.41709,36.11806,33.85451,33.39614,33.62701,34.0972,32.54277,31.23245,54.77174,54.62,54.77852,52.32188,57.29488,67.29862,1.903,130.3649,1.47798,1.31859,0.5457901,120.7098,0.2618834,0.3344511,0.2575195,-0.1904058,-0.7676483,-1.019711,354.109,353.7001,353.0653,352.5131,351.8381,395.5604
"2023-08-06 15:00:00",294,642.1715,64.93174,-75.88496,-12.10555,1196.288,45.49575,513.4603,679.9698,192.9575,34.8504,997.8358,0,55.7722,36.87682,34.32452,33.9804,34.22028,35.4882,32.96761,31.51806,52.62952,52.45845,52.35003,48.23512,54.79548,66.07137,1.813334,97.07339,1.40622,1.37448,0.55131,86.49288,-0.05401313,0.2302367,0.7059971,-0.3999159,-0.5614112,-0.6165217,354.252,353.6657,353.4205,354.4838,351.8652,401.719
"2023-08-06 15:30:00",295,677.8404,72.49026,-70.96441,-9.146811,1253.678,48.20637,543.5325,732.4099,183.4422,34.38123,997.6875,0,56.11725,36.14634,34.28608,33.9022,34.05828,35.35223,32.80708,31.41473,52.25012,52.26802,52.13405,47.63891,54.48441,66.30226,2.943834,99.01868,2.49297,2.18799,1.00119,81.51801,0.2717039,-0.04964711,-0.07147288,0.05837889,-0.03491744,-0.2826144,354.1091,353.7133,353.6589,353.5773,354.8384,412.5826
"2023-08-06 16:00:00",296,576.7482,63.6324,-60.27029,-7.411063,1059.611,43.11926,460.2566,637.0652,201.8124,30.9936,997.9379,0,56.1258,32.87923,30.89806,30.84862,31.12067,31.1356,30.55622,29.89615,63.61194,62.68108,62.48839,60.1877,62.64985,71.70904,5.254167,160.2179,4.11723,3.41688,1.57458,148.3766,0.7354612,1.123917,0.8642112,0.6819886,-0.4004664,-0.7600049,354.6888,354.6546,353.6928,357.4985,369.2768,406.5876
"2023-08-06 16:30:00",297,448.9282,52.41149,-63.32259,-7.296705,830.8748,35.4362,340.4908,497.2321,169.7302,30.59707,997.8535,0,56.12329,32.52634,31.11117,30.71844,30.96499,30.97505,29.85711,29.1015,60.01026,60.03242,60.05883,57.88749,61.60419,70.77556,3.304499,149.6142,2.4633,2.03067,0.9170102,146.7101,0.1964106,-0.2984385,-0.8663995,-1.130462,-1.272318,-1.405998,353.6384,352.7997,351.9063,353.1677,362.027,407.939
"2023-08-06 17:00:00",298,279.2145,33.77765,-63.12072,-8.107402,525.2662,27.46685,190.4235,321.2413,133.9468,30.00808,997.8577,0,55.89342,32.27743,31.12169,30.66017,30.79788,30.76674,29.50522,28.74104,58.90725,59.2173,59.21354,57.26975,62.39112,70.98756,2.507834,159.6716,1.8285,1.65738,0.7017301,167.2973,-0.5226759,-0.2858836,-1.175215,-1.221061,-1.37111,-1.651576,352.4584,352.0902,351.7021,352.7462,365.1318,415.909
"2023-08-06 17:30:00",299,172.7698,22.72542,-59.63364,-6.780717,321.5106,17.72043,97.19149,200.9494,101.7921,29.24464,998.0559,0,56.11222,31.29302,30.61626,30.22661,30.38798,30.16806,29.22733,28.5421,60.62092,60.70362,60.86075,59.29764,62.86133,70.7092,2.302499,142.6636,1.60149,1.39587,0.52992,149.4449,-0.2155196,-0.3442824,-0.9024724,-1.662653,-1.677989,-2.230258,353.041,351.9765,352.2712,353.5641,352.7065,413.6206
"2023-08-06 18:00:00",300,46.06952,7.445638,-58.89007,-4.280829,89.34451,9.549788,-15.98536,57.8359,38.418,28.08491,998.194,0,53.76929,29.82081,29.88343,29.75695,29.84185,29.35876,28.66953,28.15054,64.61172,63.96427,64.45987,63.69198,66.37389,73.29492,2.007833,131.2719,1.37379,1.13229,0.26979,117.2093,-1.218001,-1.106137,-1.142154,-2.217734,-2.30341,-2.678308,352.2712,352.4624,352.708,353.97,352.9536,396.9099
"2023-08-06 18:30:00",301,-0.8774707,0.8263369,-52.62154,-2.373515,4.462291,0.5400223,-51.95183,5.650369,4.968231,27.05327,998.2113,0,51.42686,28.5173,28.66919,29.08075,29.05053,28.28691,27.81623,27.5337,68.91506,66.28426,66.99899,67.2802,69.34624,76.16285,1.879501,133.4416,1.12746,0.92184,0.05864999,133.1511,-1.417189,-1.823192,-1.42324,-2.21621,-2.860671,-3.296094,353.7858,354.1064,354.4221,356.4694,360.2545,414.3264
"2023-08-06 19:00:00",302,-2.803679,0.8685204,-52.09434,-2.006653,0,0,-53.75988,1.6516,1.702762,26.54602,998.4522,0,51.26741,27.88644,28.14172,28.6011,28.49133,27.70878,27.07913,26.87189,71.609,69.02557,69.84911,70.09695,72.57405,79.64581,2.449667,143.7111,1.53663,1.14333,0.14007,146.9086,-1.795925,-2.309633,-2.598537,-3.606274,-3.778888,-4.12724,355.6827,356.1579,356.3534,359.4405,360.4933,392.3184
"2023-08-06 19:30:00",303,-2.273108,1.214436,-47.68688,-1.708778,0,0,-49.46565,1.415841,1.739966,25.97783,998.8684,0,51.13914,27.26055,27.65546,28.08988,27.98137,27.07632,26.7289,26.44857,74.45612,72.02812,73.11942,73.69477,75.3193,84.77737,1.762833,138.6082,0.88527,0.65688,0,0,-4.202086,-4.287801,-4.356023,-4.408505,-4.577781,-4.851839,357.8551,358.8242,359.9021,363.9837,362.8244,394.2609
"2023-08-06 20:00:00",304,-1.922089,1.23553,-46.38807,-2.584238,0,0,-46.96144,1.142957,1.705905,25.71396,999.1067,0,51.00032,27.22429,27.75231,28.03407,27.88406,26.6503,26.20221,25.97788,74.098,72.33864,73.74269,75.62478,79.55689,87.21442,1.813167,131.0121,0.8859599,0.69828,0,0,-3.93858,-4.8393,-4.757419,-4.999249,-4.946842,-5.12917,358.2872,359.2152,361.392,385.0494,368.5636,393.8792
"2023-08-06 20:30:00",305,-2.044977,1.087949,-46.69176,-4.059878,0,0,-45.76481,1.452912,1.731542,25.25035,999.4981,0,50.88916,27.25029,27.75612,28.02395,27.43203,25.89436,25.83749,25.60548,74.20804,72.80887,77.46671,81.60822,81.64572,90.97386,1.214667,116.951,0.30222,0.24357,0,0,-3.635618,-4.469736,-5.161377,-5.220879,-5.398839,-5.423949,357.2705,362.1835,366.7144,375.0051,395.7284,400.3139
"2023-08-06 21:00:00",306,-1.619296,1.488544,-47.34337,-3.65081,0,0,-46.8004,1.125985,1.686136,25.20446,999.9547,0,50.77246,27.04804,27.68343,27.83499,27.27045,25.60263,25.47695,25.29071,74.55421,74.17719,77.83973,83.45605,85.4251,93.96725,1.743833,104.3622,0.69345,0.77556,0,0,-4.119822,-4.153666,-4.787444,-5.134629,-5.585607,-5.631011,358.4374,364.756,369.2596,380.2524,381.55,402.7939
"2023-08-06 21:30:00",307,-2.202972,1.016269,-52.7638,-4.774784,0,0,-51.20826,1.501389,1.780039,25.07174,1000.133,0,50.6769,27.28256,27.76183,28.0368,27.58339,25.39434,25.18704,24.98004,74.60646,72.78747,75.62399,83.82874,87.19376,96.64672,1.900667,81.00587,1.09917,1.12677,0,0,-5.462328,-5.532352,-5.661364,-5.764582,-5.813693,-5.904696,356.4603,359.6008,373.4626,380.8674,393.2189,404.2535
"2023-08-06 22:00:00",308,-1.724639,1.370491,-51.0994,-4.063734,0,0,-50.13079,1.211416,1.67494,24.95008,1000.319,0,50.58435,26.94335,27.4586,27.7168,27.35005,25.33918,25.02012,24.86941,75.10815,74.59116,77.42373,83.57301,87.64376,97.24809,1.948,90.896,0.9791099,0.9466799,0.03312,85.89876,-5.700034,-5.699577,-5.754353,-5.915935,-5.902278,-5.955356,357.5805,362.3587,365.1043,383.006,395.0316,402.5411
"2023-08-06 22:30:00",309,-2.194198,0.9741031,-51.73897,-4.782439,0,0,-50.12484,1.077798,1.649402,24.94691,1000.406,0,50.48777,27.12855,27.48981,27.76908,27.28249,25.09363,24.9887,24.68327,75.14758,73.64037,77.23019,84.58131,86.22473,97.48959,2.623667,105.3997,1.51938,1.21923,0.00414,97.3392,-5.685249,-5.74545,-5.81326,-5.895782,-5.986381,-5.939296,358.3227,362.3921,369.4373,373.0557,399.1768,389.899
"2023-08-06 23:00:00",310,-2.018663,0.9192836,-51.69389,-4.95447,0,0,-49.67736,1.043684,1.666482,25.07913,1000.521,0,50.41333,27.34494,27.75758,27.81673,27.22289,25.65172,24.9601,24.59809,74.2432,73.64828,77.33907,81.18841,85.67994,98.2741,2.870666,122.3035,1.98513,1.27788,0.03036,129.8516,-5.829097,-5.826941,-5.789258,-5.781643,-5.944257,-5.861814,359.5128,365.8268,366.9529,373.349,406.1172,388.3299
"2023-08-06 23:30:00",311,-2.110819,1.11326,-53.56747,-4.847428,0,0,-51.94412,1.092021,1.700597,25.48108,1000.383,0,50.33587,27.6861,28.23916,28.28153,27.85353,26.35485,25.03248,24.5351,72.9883,72.09478,74.66612,77.72553,84.73238,97.98055,2.712334,132.3831,1.91544,1.10331,0.01518,119.4741,-5.736281,-5.766907,-5.718306,-5.720468,-5.811682,-5.956858,360.2637,363.8614,363.8682,370.4478,409.1703,428.4036
"2023-08-07 00:00:00",312,-2.834904,0.4554246,-53.10008,-5.952243,-0.0142184,0,-50.43816,2.229444,1.967828,24.92404,1000.388,0,50.26042,27.36491,27.69818,27.61514,27.18768,25.86315,24.80302,24.35258,75.27261,74.92851,77.76111,80.40517,86.08145,98.69946,2.8075,123.8907,1.80021,1.05156,0.0138,106.5939,-5.636591,-5.675331,-5.60544,-5.678505,-5.790029,-5.826041,360.4037,365.9933,371.0781,380.1339,396.3321,405.7914
"2023-08-07 00:30:00",313,-2.646164,0.5439724,-49.82368,-4.514771,0,0,-48.49905,2.135638,1.976397,24.41751,1000.258,0,50.17693,26.38907,26.71503,26.61977,26.17074,24.98661,24.7193,24.23274,79.4243,79.46951,82.56255,84.90732,86.62863,98.83424,2.447167,114.2832,1.5525,1.23096,0.08349,88.80804,-4.634012,-5.114947,-5.856421,-5.995217,-6.125817,-6.266326,371.166,383.279,387.415,387.0822,402.8227,412.9274
"2023-08-07 01:00:00",314,-1.944005,1.066841,-50.60186,-3.910709,0,0,-49.702,1.100582,1.700641,24.56403,999.9879,0,50.11053,26.35765,26.7516,26.84943,26.47973,24.77283,24.67784,24.31524,79.8707,78.59721,80.99931,85.58463,86.68664,98.24246,2.684333,106.4253,1.46625,1.15368,0.00966,89.1161,-4.777446,-4.94518,-4.966938,-5.905169,-6.215344,-6.349603,370.8986,375.835,377.3012,380.2923,397.6301,403.738
"2023-08-07 01:30:00",315,-2.246774,0.8433506,-52.24134,-5.393901,0,0,-49.93757,1.410626,1.709245,24.18424,999.7623,0,50.05067,26.51699,26.99982,26.95916,26.47337,24.54858,24.52355,24.21157,78.72279,78.26008,81.4086,86.87143,88.35486,98.53751,2.287,84.31762,1.2144,0.94875,0,0,-4.987136,-5.006258,-5.078361,-6.151849,-6.240327,-6.303151,367.9294,377.1648,381.5473,392.2081,396.8293,391.847
"2023-08-07 02:00:00",316,-2.527631,1.049974,-53.07784,-4.606434,0,0,-52.04901,1.788912,1.749096,23.81302,999.4234,0,49.98931,25.92307,26.42839,26.52054,25.93345,24.20832,24.1375,23.95093,79.9755,78.98122,83.22896,88.53271,90.72974,99.21101,1.831833,63.16322,1.05501,1.05501,0,0,-4.960929,-5.250434,-5.213823,-6.203825,-6.330041,-6.383044,365.602,379.5824,385.4932,389.179,405.9785,424.6479
"2023-08-07 02:30:00",317,-2.431163,0.9741072,-51.26741,-4.040785,0,0,-50.6319,1.936856,1.831623,23.30911,999.3877,0,49.92493,25.24328,25.75187,25.75244,25.07448,23.83236,23.79652,23.66143,82.77799,82.6594,87.68482,90.85449,92.34197,99.23587,2.015334,59.16603,1.09227,0.85836,0,0,-5.122175,-5.217197,-5.408873,-6.560546,-6.707986,-6.652287,372.3889,397.5972,407.6996,413.7816,431.8908,429.215
"2023-08-07 03:00:00",318,-1.935423,1.379041,-49.89374,-2.932375,0,0,-50.27583,1.237201,1.669511,23.34385,999.2502,0,49.86255,24.92948,25.57337,25.59755,25.21103,23.52872,23.66296,23.57053,85.21017,84.48776,87.23207,92.00141,93.25966,99.24032,2.070166,62.0664,1.13436,1.02189,0,0,-5.339522,-5.472219,-5.496792,-6.670854,-6.728737,-6.657747,375.1331,387.8908,394.1024,413.4813,421.727,402.8464
"2023-08-07 03:30:00",319,-1.49662,1.400177,-50.31823,-3.976279,0,0,-49.23875,1.040956,1.649602,23.42776,999.3698,0,49.80466,25.37248,25.96331,26.02531,25.41069,23.68031,23.62485,23.54465,82.8538,82.46841,86.72183,92.00454,93.57394,99.24088,2.165333,72.08743,1.30686,1.06053,0,0,-5.373925,-5.567782,-5.386485,-6.645187,-6.729829,-6.751672,373.413,386.0546,392.8328,407.0171,412.6348,404.6621
"2023-08-07 04:00:00",320,-1.285961,1.298969,-48.64568,-4.851863,0,0,-46.37874,1.123436,1.675199,23.32935,999.5515,0,49.7542,25.60296,26.10352,26.11945,25.47326,23.61063,23.50597,23.43657,83.10039,82.08162,85.54379,91.44539,93.93315,99.23406,2.4365,78.53698,1.41312,1.01913,0,0,-5.494061,-5.519727,-5.869761,-6.541434,-6.81611,-6.733652,368.157,383.5358,388.1297,420.314,433.6382,431.0648
"2023-08-07 04:30:00",321,-1.514176,1.045914,-49.96968,-6.862903,0,0,-45.66687,1.05802,1.68942,23.49801,999.7477,0,49.70073,26.25189,26.70477,26.52019,25.56712,23.60551,23.3905,23.28412,81.00368,80.75682,85.61489,91.72667,94.12399,99.24715,3.183833,82.50308,1.94718,1.20267,0.03243,91.47528,-5.591263,-6.361774,-6.561638,-6.580205,-6.888738,-6.680136,360.5324,384.9556,391.7133,406,455.488,444.4027
"2023-08-07 05:00:00",322,-2.255877,0.4849957,-51.83883,-6.537848,0,0,-48.04185,1.498862,1.740614,23.46274,999.8704,0,49.65022,26.07985,26.38993,26.28498,25.53526,23.77133,23.27389,23.14647,81.32962,81.28753,85.69339,91.30147,94.61858,99.25056,3.938499,93.01595,2.53644,1.63944,0.04761,85.54301,-5.313311,-5.871945,-6.461706,-6.523413,-6.538156,-6.55017,361.7679,377.2082,382.7986,400.2662,422.0136,421.0717
"2023-08-07 05:30:00",323,-2.264685,0.5693502,-52.24545,-6.040902,0,0,-49.03858,1.410694,1.660978,23.35523,999.8922,0,49.59688,25.89215,26.20022,26.16837,25.61035,23.59072,23.28868,23.23236,81.24316,80.56114,84.14674,91.22439,95.07536,99.25568,3.94,97.35032,2.43639,1.56147,0.02898,89.3806,-5.367372,-5.273993,-5.478771,-6.646279,-6.594949,-6.650102,369.5017,379.7747,388.9079,415.3583,414.0887,411.5768
"2023-08-07 06:00:00",324,-1.64583,0.6536926,-51.22816,-5.669989,1.094994,0.1848691,-47.8577,2.249715,2.178612,22.97867,1000.074,0,49.54552,25.46989,25.76365,25.70392,25.17064,23.47952,23.20108,23.13651,83.5927,83.10323,86.25597,91.47553,94.96387,99.25112,3.87,98.40098,2.33082,1.45659,0.03519,79.83009,-5.177884,-5.326416,-5.491878,-6.699248,-6.596587,-6.623891,374.6416,393.2355,413.5631,441.3174,413.0854,406.5597
"2023-08-07 06:30:00",325,18.41157,4.613844,-52.60619,-5.069758,39.09272,4.337315,-33.7387,17.719,13.52673,23.06257,1000.387,0,49.62106,25.24475,25.467,25.51621,25.08759,23.36376,23.15841,23.08333,85.45277,84.37883,86.97496,92.51933,95.03213,99.25255,3.385334,103.5484,1.90716,1.11228,0.01863,76.94559,-5.325324,-5.372286,-5.402867,-6.502116,-6.510854,-6.527781,371.5495,381.4608,390.8874,410.0614,412.1297,416.5666
"2023-08-07 07:00:00",326,89.30314,14.36829,-53.58923,-3.930335,182.6792,16.18316,25.27596,74.72411,34.68145,24.06712,1000.695,0,50.86505,25.23618,25.0984,25.34101,25.4141,23.99374,23.29322,23.20221,88.02303,86.03696,86.62854,90.78213,95.24743,99.26137,2.651667,115.6226,1.48005,0.93081,0.03312,117.5723,-5.189898,-5.302389,-5.067576,-5.926006,-6.080546,-6.031945,379.8635,383.959,384.6007,396.2253,412.8054,415.5016
"2023-08-07 07:30:00",327,212.4022,28.57784,-56.01906,-3.975802,418.8521,26.1207,131.7811,190.4644,51.77478,25.65296,1001.144,0,52.71797,26.10144,25.41376,25.80422,26.11949,25.02129,23.68668,23.43131,87.77901,85.27329,85.01523,87.75489,95.00181,99.25933,2.569833,106.0007,1.50006,1.28547,0.11523,87.34178,-4.697338,-4.514286,-4.733238,-5.009864,-5.407761,-5.214106,385.1126,386.0319,386.6596,406.0673,455.8859,456.7208
"2023-08-07 08:00:00",328,326.3644,40.58592,-59.90322,-4.197363,641.0704,28.78744,230.0727,310.0679,63.84699,27.15489,1001.606,0,53.48439,27.47579,26.47105,26.88331,27.23757,26.29477,24.73242,24.06115,85.37045,82.67422,82.42933,84.29658,93.11166,99.26063,2.848166,99.72908,1.93959,1.57251,0.3084299,84.81361,-3.923411,-3.595269,-3.59579,-3.603421,-4.313073,-4.486662,387.9588,387.5821,387.0356,395.176,421.7265,494.9506
"2023-08-07 08:30:00",329,438.8301,50.98671,-65.67181,-5.339726,859.695,34.86713,327.5113,430.2595,75.18682,28.39922,1001.952,0,54.45464,28.95147,27.52698,27.93464,28.24291,27.60772,26.29773,25.14838,83.7237,80.84903,80.47405,80.84621,88.17337,99.24124,3.097833,94.34724,2.26872,1.88646,0.54579,81.49619,-3.102763,-2.644215,-2.839097,-3.111233,-3.693303,-4.100676,379.4455,378.2033,377.7122,384.7063,410.446,492.0043
