"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUN2023.CR1","35560","RadSensors"
"LINE","SECONDS","NANOSECONDS","RECORD","Incoming_SW_2_Avg","Outgoing_SW_2_Avg","Incoming_LW_2_Avg","Outgoing_LW_2_Avg","NetSW_2_Avg","NetLW_2_Avg","Net_radiation_2_Avg","mV_LWin_2_Avg","sensorbody_temp_in_LW_2_Avg","mV_LWout_2_Avg","sensorbody_temp_out_LW_2_Avg","albedo_2_Avg"
"LN","SECONDS","NANOSECONDS","RN","","","","","","","","","","","",""
"","","","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
4301,1056851040,0,700,-2.79,-0.01,382.7,452.51,-2.82,-69.87,-72.69,-7.862,25.84,-0.573,26.47,0
4302,1056851100,0,701,-2.96,0,382.94,452.06,-2.98,-69.16,-72.14,-7.824,25.81,-0.592,26.44,0
4303,1056851160,0,702,-2.94,-0.01,382.72,451.6,-3,-68.86,-71.86,-7.808,25.77,-0.614,26.4,0
4304,1056851220,0,703,-2.65,-0.02,382.62,450.52,-2.72,-68.44,-71.16,-7.75,25.73,-0.585,26.36,0.003
4305,1056851280,0,704,-2.9,0,382.77,451.52,-2.86,-68.66,-71.51,-7.803,25.72,-0.631,26.35,0.003
4306,1056851340,0,705,-2.9,0,382.56,451.3,-2.84,-68.77,-71.61,-7.803,25.69,-0.625,26.32,0.003
4307,1056851400,0,706,-3.07,0,382.59,451.36,-3.03,-68.64,-71.67,-7.752,25.65,-0.563,26.29,0
4308,1056851460,0,707,-3.13,0.01,382.57,451.88,-3.11,-69.22,-72.33,-7.774,25.65,-0.535,26.28,0.003
4309,1056851520,0,708,-2.84,-0.01,381.65,450.88,-2.81,-69.15,-71.96,-7.839,25.63,-0.622,26.27,0
4310,1056851580,0,709,-2.88,0,381.61,451.19,-2.86,-69.57,-72.43,-7.864,25.63,-0.59,26.27,0.003
4311,1056851640,0,710,-2.9,0.01,381.47,451.08,-2.86,-69.59,-72.45,-7.852,25.62,-0.584,26.26,0.003
4312,1056851700,0,711,-2.95,0,381.585,451.505,-2.97,-70.1,-73.07,-7.85,25.63,-0.535,26.27,0.003
4313,1056851760,0,712,-2.96,0,381.48,451.4,-2.97,-69.83,-72.81,-7.861,25.62,-0.561,26.26,0
4314,1056851820,0,713,-2.86,0,381.01,451.18,-2.86,-70.1,-72.96,-7.931,25.62,-0.618,26.26,0.003
4315,1056851880,0,714,-2.92,0,380.94,450.78,-2.96,-70,-72.97,-7.88,25.59,-0.55,26.23,0.003
4316,1056851940,0,715,-2.81,0.01,380.97,451.46,-2.84,-70.53,-73.37,-7.925,25.62,-0.554,26.26,0
4317,1056852000,0,716,-2.815,-0.005,380.64,451.02,-2.83,-70.23,-73.06,-7.929,25.61,-0.561,26.25,-0.003
4318,1056852060,0,717,-2.885,-0.01,380.61,451.155,-2.78,-70.45,-73.23,-7.942,25.62,-0.588,26.26,0
4319,1056852120,0,718,-3,-0.01,380.58,451.28,-2.9,-70.65,-73.55,-7.962,25.61,-0.578,26.25,0
4320,1056852180,0,719,-3,0.01,380.83,451.51,-3,-70.67,-73.67,-7.946,25.61,-0.578,26.25,0
4321,1056852240,0,720,-3.05,0,380.72,451.34,-3.05,-70.61,-73.66,-7.955,25.61,-0.572,26.25,0
4322,1056852300,0,721,-2.995,0,380.16,450.48,-3.11,-70.56,-73.67,-7.95,25.58,-0.587,26.22,0
4323,1056852360,0,722,-2.88,-0.01,379.87,450.05,-2.88,-70.07,-72.96,-7.983,25.55,-0.676,26.19,0
4324,1056852420,0,723,-2.9,-0.01,379.6,449.57,-2.87,-70.1,-72.97,-7.977,25.49,-0.653,26.12,0.003
4325,1056852480,0,724,-2.96,-0.01,380.16,450.3,-2.95,-70.21,-73.16,-7.931,25.48,-0.601,26.12,0
4326,1056852540,0,725,-2.86,0,380.12,449.83,-2.88,-69.88,-72.76,-7.893,25.46,-0.6,26.1,0.003
4327,1056852600,0,726,-2.81,0,380.04,450.07,-2.76,-69.98,-72.75,-7.927,25.48,-0.623,26.11,0.003
4328,1056852660,0,727,-2.84,0,379.84,449.38,-2.85,-69.63,-72.48,-7.901,25.43,-0.634,26.07,0
4329,1056852720,0,728,-2.84,0,380.11,450.19,-2.79,-70.04,-72.83,-7.904,25.46,-0.596,26.09,0
4330,1056852780,0,729,-2.9,-0.01,379.62,449.35,-2.9,-69.76,-72.66,-7.906,25.42,-0.626,26.05,0.003
4331,1056852840,0,730,-2.92,0,379.85,449.71,-2.9,-69.75,-72.65,-7.91,25.42,-0.627,26.05,0
4332,1056852900,0,731,-2.95,-0.005,379.865,449.675,-3.02,-69.83,-72.86,-7.869,25.4,-0.573,26.04,0
4333,1056852960,0,732,-2.88,0,379.86,449.57,-2.9,-69.67,-72.57,-7.905,25.4,-0.62,26.04,0.003
4334,1056853020,0,733,-3,-0.01,380.14,449.48,-3,-69.45,-72.45,-7.83,25.38,-0.572,26.01,0
4335,1056853080,0,734,-2.63,-0.01,379.92,449.06,-2.64,-69.05,-71.68,-7.851,25.4,-0.618,26.03,0
4336,1056853140,0,735,-2.86,0,379.7,448.46,-2.86,-68.68,-71.54,-7.849,25.35,-0.66,25.99,0
4337,1056853200,0,736,-3.025,-0.005,379.92,448.73,-3,-69.1,-72.1,-7.848,25.32,-0.629,25.96,0
4338,1056853260,0,737,-3.05,-0.01,379.8,448.45,-3.04,-68.65,-71.68,-7.814,25.27,-0.646,25.9,0.003
4339,1056853320,0,738,-2.88,-0.01,379.84,448.36,-2.88,-68.66,-71.54,-7.811,25.25,-0.64,25.88,0.003
4340,1056853380,0,739,-2.98,0,379.73,448.42,-3,-68.73,-71.72,-7.776,25.22,-0.595,25.85,-0.003
4341,1056853440,0,740,-3.05,0,379.68,448.36,-3,-68.74,-71.74,-7.776,25.19,-0.588,25.82,0.003
4342,1056853500,0,741,-2.86,-0.005,379.585,448.38,-2.82,-68.92,-71.74,-7.8,25.22,-0.595,25.85,0.003
4343,1056853560,0,742,-2.84,-0.01,379.54,448.22,-2.88,-68.64,-71.51,-7.799,25.2,-0.628,25.84,0.003
4344,1056853620,0,743,-2.9,0,379.22,447.46,-2.91,-68.21,-71.12,-7.813,25.16,-0.675,25.8,0.003
4345,1056853680,0,744,-2.86,-0.02,379.19,447.17,-2.86,-68.14,-71.01,-7.786,25.11,-0.672,25.75,0.003
4346,1056853740,0,745,-2.88,-0.01,379.04,446.97,-2.85,-67.85,-70.7,-7.77,25.08,-0.685,25.71,0.003
4347,1056853800,0,746,-3.005,-0.005,379.375,446.775,-2.96,-67.61,-70.57,-7.693,25.03,-0.645,25.67,0.005
4348,1056853860,0,747,-3.005,0.005,379.21,446.635,-3.14,-67.38,-70.52,-7.691,24.97,-0.648,25.61,0.003
4349,1056853920,0,748,-2.9,0.01,379.12,446.57,-2.81,-67.36,-70.16,-7.695,24.95,-0.666,25.58,0
4350,1056853980,0,749,-2.88,0,378.94,446.17,-2.85,-67.27,-70.11,-7.668,24.9,-0.628,25.54,0
4351,1056854040,0,750,-2.81,-0.01,378.98,446.17,-2.84,-67.28,-70.11,-7.635,24.86,-0.602,25.5,0
4352,1056854100,0,751,-2.79,0,379.285,446.84,-2.79,-67.51,-70.29,-7.614,24.86,-0.569,25.5,0.003
4353,1056854160,0,752,-2.81,0,379.3,446.98,-2.81,-67.63,-70.45,-7.615,24.87,-0.539,25.51,0
4354,1056854220,0,753,-2.75,0,379.31,446.81,-2.75,-67.45,-70.2,-7.606,24.87,-0.556,25.51,0
4355,1056854280,0,754,-2.71,0,379.1,446.68,-2.69,-67.61,-70.3,-7.634,24.86,-0.57,25.5,0
4356,1056854340,0,755,-2.6,0.01,379.2,446.54,-2.58,-67.31,-69.89,-7.616,24.86,-0.572,25.5,0
4357,1056854400,0,756,-2.6,0,379.2,446.37,-2.6,-67.14,-69.74,-7.612,24.84,-0.592,25.48,0.003
4358,1056854460,0,757,-2.71,0,379.01,446.06,-2.71,-66.97,-69.68,-7.61,24.81,-0.618,25.45,0.006
4359,1056854520,0,758,-2.6,-0.01,379.21,445.82,-2.6,-66.62,-69.21,-7.57,24.79,-0.613,25.43,0.003
4360,1056854580,0,759,-2.75,0,379.39,445.72,-2.72,-66.34,-69.06,-7.522,24.75,-0.587,25.39,0.003
4361,1056854640,0,760,-2.75,0,379.32,445.47,-2.77,-66.08,-68.85,-7.504,24.71,-0.596,25.35,0.003
4362,1056854700,0,761,-2.72,0,379.51,445.67,-2.7,-66.15,-68.85,-7.477,24.69,-0.566,25.34,0.003
4363,1056854760,0,762,-2.73,0,379.48,445.64,-2.72,-66.14,-68.86,-7.478,24.68,-0.561,25.32,0.003
4364,1056854820,0,763,-2.69,0,379.53,445.67,-2.68,-66.24,-68.92,-7.479,24.66,-0.554,25.31,0
4365,1056854880,0,764,-2.69,0.01,379.49,445.74,-2.71,-66.3,-69.01,-7.452,24.64,-0.53,25.29,-0.003
4366,1056854940,0,765,-2.65,-0.01,379.24,445.51,-2.65,-66.01,-68.66,-7.472,24.63,-0.55,25.28,0
4367,1056855000,0,766,-2.71,0,379.42,445.92,-2.69,-66.51,-69.2,-7.449,24.62,-0.508,25.28,-0.003
4368,1056855060,0,767,-2.65,-0.01,379.53,445.98,-2.65,-66.51,-69.16,-7.453,24.64,-0.505,25.29,0
4369,1056855120,0,768,-2.63,0,379.29,445.64,-2.63,-66.36,-68.99,-7.472,24.63,-0.532,25.28,0.003
4370,1056855180,0,769,-2.65,0.01,379.27,445.76,-2.65,-66.46,-69.1,-7.467,24.62,-0.528,25.27,0
4371,1056855240,0,770,-2.65,-0.01,379.08,445.57,-2.63,-66.5,-69.13,-7.483,24.62,-0.528,25.27,0
4372,1056855300,0,771,-2.67,0,378.78,445.42,-2.69,-66.74,-69.43,-7.509,24.6,-0.538,25.26,0
4373,1056855360,0,772,-2.73,-0.01,378.72,445.38,-2.7,-66.72,-69.42,-7.51,24.58,-0.535,25.24,-0.003
4374,1056855420,0,773,-2.71,-0.01,378.56,445.25,-2.69,-66.68,-69.37,-7.51,24.57,-0.542,25.23,0
4375,1056855480,0,774,-2.58,0,378.72,445.28,-2.6,-66.74,-69.35,-7.495,24.57,-0.526,25.23,0
4376,1056855540,0,775,-2.54,-0.01,378.56,445.03,-2.58,-66.44,-69.02,-7.501,24.55,-0.56,25.21,0.006
4377,1056855600,0,776,-2.56,-0.005,378.535,444.81,-2.56,-66.41,-68.97,-7.493,24.53,-0.56,25.19,0
4378,1056855660,0,777,-2.55,0,378.55,444.665,-2.56,-66.18,-68.74,-7.473,24.51,-0.561,25.17,0.003
4379,1056855720,0,778,-2.58,0,378.55,444.6,-2.58,-66.11,-68.69,-7.464,24.48,-0.554,25.14,0
4380,1056855780,0,779,-2.5,-0.01,378.4,444.42,-2.46,-65.99,-68.45,-7.466,24.47,-0.577,25.12,0.003
4381,1056855840,0,780,-2.42,0,378.44,444.43,-2.45,-65.95,-68.4,-7.447,24.46,-0.56,25.11,0
4382,1056855900,0,781,-2.44,0,378.5,444.3,-2.46,-65.82,-68.27,-7.439,24.44,-0.558,25.09,0.003
4383,1056855960,0,782,-2.44,0.01,378.43,444.42,-2.44,-66,-68.44,-7.436,24.43,-0.541,25.08,-0.003
4384,1056856020,0,783,-2.39,0,378.47,444.49,-2.37,-65.88,-68.26,-7.409,24.42,-0.529,25.07,0
4385,1056856080,0,784,-2.25,0,378.32,444.41,-2.25,-66.14,-68.38,-7.443,24.44,-0.538,25.08,0
4386,1056856140,0,785,-2.31,0,378.27,444.29,-2.28,-66.01,-68.29,-7.441,24.43,-0.542,25.07,0
4387,1056856200,0,786,-2.25,-0.01,378.28,444.15,-2.26,-65.87,-68.13,-7.436,24.42,-0.557,25.06,0.004
4388,1056856260,0,787,-2.23,0,378.21,443.88,-2.23,-65.63,-67.87,-7.433,24.4,-0.579,25.04,0.003
4389,1056856320,0,788,-2.44,0,378.53,443.88,-2.4,-65.36,-67.76,-7.397,24.37,-0.573,25.01,0
4390,1056856380,0,789,-2.44,-0.01,378.08,443.12,-2.41,-65.09,-67.49,-7.397,24.33,-0.603,24.97,0.006
4391,1056856440,0,790,-2.37,-0.01,378.27,443.11,-2.42,-64.94,-67.35,-7.375,24.29,-0.597,24.93,0.003
4392,1056856500,0,791,-2.32,0,378.455,443.28,-2.38,-64.92,-67.3,-7.331,24.26,-0.55,24.91,-0.003
4393,1056856560,0,792,-2.25,0,378.55,443.31,-2.25,-64.88,-67.13,-7.318,24.25,-0.536,24.89,-0.004
4394,1056856620,0,793,-2.18,0,378.37,443.31,-2.18,-64.96,-67.15,-7.327,24.25,-0.536,24.88,0
4395,1056856680,0,794,-2.21,0.02,378.36,443.53,-2.23,-65.18,-67.41,-7.322,24.25,-0.514,24.88,0
4396,1056856740,0,795,-2.18,-0.01,378.15,443.28,-2.13,-65.05,-67.19,-7.31,24.24,-0.52,24.88,0
4397,1056856800,0,796,-2.16,0.01,378.625,443.845,-2.17,-65.25,-67.42,-7.304,24.26,-0.491,24.9,-0.004
4398,1056856860,0,797,-2.14,0,378.59,443.81,-2.1,-65.27,-67.37,-7.315,24.28,-0.497,24.91,-0.004
4399,1056856920,0,798,-2.04,0,378.67,443.86,-2.1,-65.14,-67.24,-7.31,24.3,-0.504,24.93,-0.004
4400,1056856980,0,799,-2.08,0,378.71,443.93,-2.02,-65.2,-67.22,-7.306,24.32,-0.511,24.95,0.004
4401,1056857040,0,800,-2.25,0.01,378.85,443.99,-2.27,-65.12,-67.39,-7.303,24.32,-0.489,24.95,0
4402,1056857100,0,801,-2.18,0,378.75,443.95,-2.18,-65.28,-67.46,-7.335,24.33,-0.516,24.96,0
4403,1056857160,0,802,-2.14,0.01,378.65,443.89,-2.15,-65.25,-67.4,-7.335,24.33,-0.528,24.96,-0.004
4404,1056857220,0,803,-2.12,0.02,378.95,444.35,-2.1,-65.39,-67.49,-7.319,24.35,-0.492,24.98,0
4405,1056857280,0,804,-2.21,0,378.85,444.21,-2.26,-65.44,-67.7,-7.342,24.35,-0.517,24.98,-0.004
4406,1056857340,0,805,-2.18,0,378.65,444.04,-2.18,-65.34,-67.52,-7.366,24.36,-0.536,24.99,0.004
4407,1056857400,0,806,-2.195,0.005,378.675,443.825,-2.28,-65.06,-67.34,-7.29,24.34,-0.498,24.97,-0.003
4408,1056857460,0,807,-2.14,0.01,378.53,443.87,-2.15,-65.41,-67.56,-7.355,24.35,-0.527,24.98,0
4409,1056857520,0,808,-2.46,0.02,379.23,445.02,-2.43,-65.46,-67.89,-7.299,24.37,-0.449,25,-0.007
4410,1056857580,0,809,-2.21,0,378.31,443.84,-2.29,-65.5,-67.79,-7.393,24.37,-0.557,25,0.003
4411,1056857640,0,810,-2.31,0,378.27,443.98,-2.29,-65.78,-68.07,-7.404,24.36,-0.533,24.99,0
4412,1056857700,0,811,-2.33,-0.01,378.42,444.09,-2.35,-65.6,-67.95,-7.391,24.36,-0.542,24.99,0
4413,1056857760,0,812,-2.35,-0.01,378.35,443.68,-2.39,-65.21,-67.61,-7.358,24.33,-0.53,24.95,0
4414,1056857820,0,813,-2.46,0,378.17,443.53,-2.43,-65.47,-67.9,-7.35,24.3,-0.489,24.92,0
4415,1056857880,0,814,-2.37,0,378.11,443.53,-2.33,-65.54,-67.87,-7.432,24.31,-0.57,24.93,0.007
4416,1056857940,0,815,-2.37,0,377.86,443.59,-2.37,-65.66,-68.03,-7.395,24.3,-0.535,24.92,-0.003
4417,1056858000,0,816,-2.435,0,378,443.865,-2.56,-65.65,-68.21,-7.349,24.29,-0.468,24.92,-0.006
4418,1056858060,0,817,-2.35,0,378.09,444.14,-2.34,-65.84,-68.18,-7.373,24.32,-0.483,24.95,-0.003
4419,1056858120,0,818,-2.29,0,377.96,443.68,-2.33,-65.84,-68.17,-7.387,24.32,-0.517,24.95,0
4420,1056858180,0,819,-2.48,0,378.13,444.12,-2.47,-66.06,-68.52,-7.411,24.35,-0.504,24.98,-0.003
4421,1056858240,0,820,-2.6,0,378.57,444.52,-2.64,-66.07,-68.71,-7.374,24.35,-0.485,24.98,0
4422,1056858300,0,821,-2.37,-0.01,377.68,443.35,-2.34,-65.66,-68,-7.434,24.34,-0.569,24.97,0.003
4423,1056858360,0,822,-2.46,-0.01,378,443.68,-2.49,-65.54,-68.03,-7.373,24.33,-0.511,24.97,-0.003
4424,1056858420,0,823,-2.54,0,378.16,443.65,-2.55,-65.63,-68.19,-7.392,24.32,-0.533,24.95,0
4425,1056858480,0,824,-2.52,0,378.01,443.78,-2.53,-65.96,-68.5,-7.415,24.33,-0.522,24.97,-0.003
4426,1056858540,0,825,-2.52,0,378.24,444.05,-2.55,-65.87,-68.42,-7.375,24.33,-0.496,24.97,-0.003
4427,1056858600,0,826,-2.38,-0.01,377.775,443.685,-2.37,-65.83,-68.19,-7.427,24.33,-0.55,24.96,0
4428,1056858660,0,827,-2.39,-0.01,377.75,443.76,-2.37,-65.93,-68.3,-7.429,24.33,-0.544,24.96,0
4429,1056858720,0,828,-2.48,0,377.53,443.51,-2.48,-65.92,-68.4,-7.439,24.31,-0.548,24.95,0
4430,1056858780,0,829,-2.48,0,377.65,443.86,-2.44,-66.24,-68.68,-7.446,24.31,-0.528,24.94,0
4431,1056858840,0,830,-2.48,0,377.34,443.6,-2.5,-66.23,-68.73,-7.463,24.31,-0.542,24.94,0
4432,1056858900,0,831,-2.55,0.005,377.245,443.695,-2.59,-66.55,-69.14,-7.445,24.31,-0.485,24.94,-0.006
4433,1056858960,0,832,-2.54,0,377.03,443.5,-2.51,-66.44,-68.96,-7.477,24.31,-0.544,24.94,0
4434,1056859020,0,833,-2.48,0,377.35,443.85,-2.51,-66.58,-69.09,-7.44,24.34,-0.472,24.97,-0.009
4435,1056859080,0,834,-2.5,0.02,377.16,444.09,-2.49,-67.07,-69.57,-7.536,24.37,-0.533,25,0
4436,1056859140,0,835,-2.46,0.01,377.02,443.92,-2.46,-66.89,-69.35,-7.538,24.39,-0.546,25.02,-0.003
4437,1056859200,0,836,-2.53,0.005,377.14,444.06,-2.49,-67.17,-69.66,-7.532,24.41,-0.516,25.04,-0.003
4438,1056859260,0,837,-2.58,0.01,377.185,444.24,-2.59,-66.98,-69.57,-7.56,24.41,-0.556,25.04,0
4439,1056859320,0,838,-2.56,0.01,377.35,444.53,-2.57,-67.22,-69.79,-7.558,24.43,-0.538,25.07,-0.003
4440,1056859380,0,839,-2.5,0,376.73,443.9,-2.47,-67.05,-69.52,-7.594,24.44,-0.587,25.07,0
4441,1056859440,0,840,-2.56,0.01,376.75,443.94,-2.6,-67.3,-69.9,-7.6,24.42,-0.578,25.06,0
4442,1056859500,0,841,-2.605,0.005,376.465,443.935,-2.65,-67.55,-70.2,-7.612,24.42,-0.567,25.06,-0.003
4443,1056859560,0,842,-2.63,0,376.39,443.89,-2.63,-67.49,-70.13,-7.617,24.42,-0.552,25.05,-0.003
4444,1056859620,0,843,-2.75,0,376.47,443.9,-2.67,-67.35,-70.01,-7.61,24.41,-0.573,25.04,0
4445,1056859680,0,844,-2.6,0.01,376.61,444.1,-2.64,-67.76,-70.4,-7.528,24.43,-0.496,25.06,-0.005
4446,1056859740,0,845,-2.56,0,376.53,443.83,-2.58,-67.37,-69.95,-7.631,24.43,-0.587,25.07,0
4447,1056859800,0,846,-2.75,0.01,376.88,444.38,-2.79,-67.61,-70.4,-7.608,24.44,-0.544,25.08,0
4448,1056859860,0,847,-2.86,0.02,376.99,445.01,-2.89,-68.02,-70.91,-7.601,24.45,-0.508,25.09,-0.008
4449,1056859920,0,848,-2.52,0,376.47,444.44,-2.49,-67.8,-70.29,-7.669,24.5,-0.581,25.13,-0.003
4450,1056859980,0,849,-2.86,0.01,376.89,444.96,-2.91,-68.05,-70.96,-7.622,24.48,-0.507,25.12,-0.005
4451,1056860040,0,850,-2.67,0,376.42,444.5,-2.67,-67.92,-70.58,-7.679,24.51,-0.575,25.14,-0.003
4452,1056860100,0,851,-2.75,-0.01,376.2,444.04,-2.72,-67.64,-70.37,-7.683,24.46,-0.627,25.09,0.003
4453,1056860160,0,852,-2.79,0,376.31,444.55,-2.74,-68.32,-71.05,-7.674,24.47,-0.532,25.11,0
4454,1056860220,0,853,-2.58,-0.02,375.9,443.73,-2.53,-67.78,-70.31,-7.656,24.47,-0.542,25.1,0
4455,1056860280,0,854,-2.73,-0.01,375.81,443.84,-2.7,-68.04,-70.74,-7.681,24.44,-0.577,25.07,0
4456,1056860340,0,855,-3.05,0.01,376.66,445.01,-3.04,-68.4,-71.44,-7.637,24.44,-0.486,25.07,0
4457,1056860400,0,856,-2.84,0,376.05,444.31,-2.85,-68.29,-71.14,-7.684,24.42,-0.561,25.05,0
4458,1056860460,0,857,-2.88,0.01,376.42,444.85,-2.93,-68.57,-71.49,-7.634,24.42,-0.461,25.06,-0.005
4459,1056860520,0,858,-2.84,0,376.94,444.75,-2.99,-68.3,-71.29,-7.496,24.45,-0.367,25.09,-0.012
4460,1056860580,0,859,-3,0.02,376.66,446.34,-2.96,-69.57,-72.53,-7.71,24.52,-0.464,25.15,-0.003
4461,1056860640,0,860,-2.96,0,376.08,444.94,-2.91,-68.85,-71.76,-7.715,24.48,-0.533,25.11,0
4462,1056860700,0,861,-2.9,0.005,376.355,445.19,-2.73,-68.82,-71.55,-7.725,24.49,-0.557,25.13,0
4463,1056860760,0,862,-3.07,0.01,376.68,445.45,-3.04,-68.86,-71.9,-7.676,24.51,-0.473,25.14,-0.003
4464,1056860820,0,863,-2.96,0.01,376.49,445.27,-2.93,-68.81,-71.73,-7.7,24.51,-0.51,25.15,0
4465,1056860880,0,864,-2.96,0.01,376.36,444.99,-2.88,-68.63,-71.51,-7.707,24.5,-0.529,25.14,0
4466,1056860940,0,865,-3.19,0.02,376.45,445.36,-3.21,-68.61,-71.82,-7.674,24.48,-0.508,25.11,0
4467,1056861000,0,866,-2.965,-0.005,375.55,443.6,-2.78,-68,-70.77,-7.749,24.43,-0.641,25.07,0.006
4468,1056861060,0,867,-3.09,0,375.6,443.67,-3,-67.96,-70.97,-7.672,24.38,-0.567,25.02,-0.003
4469,1056861120,0,868,-2.84,0,375.61,443.4,-2.81,-67.79,-70.61,-7.67,24.34,-0.571,24.98,0
4470,1056861180,0,869,-2.79,-0.01,375.49,443.47,-2.76,-67.95,-70.72,-7.685,24.32,-0.579,24.96,0
4471,1056861240,0,870,-3.07,0.01,376.13,444.12,-3.1,-68.03,-71.13,-7.597,24.29,-0.485,24.92,-0.003
4472,1056861300,0,871,-2.94,0,375.44,443.42,-2.83,-67.87,-70.7,-7.644,24.25,-0.55,24.89,-0.003
4473,1056861360,0,872,-3.07,0,375.67,443.66,-3.03,-67.87,-70.9,-7.579,24.22,-0.465,24.86,-0.003
4474,1056861420,0,873,-2.58,-0.01,374.78,442.78,-2.6,-67.95,-70.55,-7.676,24.2,-0.577,24.84,0.003
4475,1056861480,0,874,-2.86,-0.01,374.97,442.87,-2.76,-67.9,-70.67,-7.641,24.16,-0.565,24.8,0.006
4476,1056861540,0,875,-2.39,-0.02,374.79,442.66,-2.4,-67.88,-70.28,-7.629,24.16,-0.536,24.8,0.003
4477,1056861600,0,876,-2.805,-0.005,375.075,442.55,-2.76,-67.56,-70.33,-7.626,24.13,-0.541,24.78,0.003
4478,1056861660,0,877,-2.84,0,375.13,442.65,-2.84,-67.39,-70.23,-7.553,24.1,-0.498,24.75,0
4479,1056861720,0,878,-2.86,0,375.17,442.44,-2.81,-67.32,-70.14,-7.576,24.07,-0.544,24.72,0.003
4480,1056861780,0,879,-2.79,0,375.18,442.03,-2.81,-66.9,-69.71,-7.526,24.03,-0.505,24.68,0
4481,1056861840,0,880,-2.67,0,375.03,442.13,-2.63,-67.12,-69.74,-7.532,24.02,-0.535,24.67,0
4482,1056861900,0,881,-2.635,-0.005,375,441.91,-2.68,-67.04,-69.72,-7.507,24,-0.513,24.65,0
4483,1056861960,0,882,-2.6,-0.01,374.84,441.87,-2.57,-66.97,-69.54,-7.517,23.99,-0.535,24.64,0
4484,1056862020,0,883,-2.96,0,375.15,441.96,-2.93,-66.82,-69.75,-7.468,23.97,-0.494,24.62,0
4485,1056862080,0,884,-2.52,-0.01,374.7,441.22,-2.54,-66.55,-69.09,-7.546,23.96,-0.594,24.61,0.006
4486,1056862140,0,885,-2.81,0,374.93,441.42,-2.84,-66.54,-69.38,-7.451,23.92,-0.489,24.57,-0.003
4487,1056862200,0,886,-2.69,0,375.39,441.87,-2.74,-66.52,-69.26,-7.457,23.93,-0.486,24.58,-0.003
4488,1056862260,0,887,-2.84,0.01,374.9,441.64,-2.77,-66.65,-69.42,-7.503,23.92,-0.54,24.57,0.003
4489,1056862320,0,888,-2.71,0.01,375.14,441.8,-2.72,-66.89,-69.61,-7.471,23.92,-0.472,24.57,-0.003
4490,1056862380,0,889,-2.63,0,374.6,441.09,-2.56,-66.38,-68.94,-7.483,23.9,-0.571,24.56,0.003
4491,1056862440,0,890,-2.73,0.01,375.06,441.78,-2.68,-66.99,-69.67,-7.479,23.91,-0.489,24.56,-0.003
4492,1056862500,0,891,-2.625,0.015,375.17,441.79,-2.52,-66.66,-69.18,-7.508,23.93,-0.532,24.58,0
4493,1056862560,0,892,-2.81,0.02,375.23,441.98,-2.74,-66.75,-69.49,-7.466,23.93,-0.484,24.58,-0.003
4494,1056862620,0,893,-2.63,0.01,375.15,441.83,-2.7,-66.9,-69.6,-7.459,23.94,-0.464,24.59,-0.006
4495,1056862680,0,894,-2.71,0.01,375.12,442.11,-2.72,-66.79,-69.5,-7.474,23.97,-0.486,24.62,0
4496,1056862740,0,895,-2.52,0.02,375.28,442.79,-2.52,-67.46,-69.97,-7.515,24.02,-0.457,24.67,-0.006
4497,1056862800,0,896,-2.72,0,374.695,441.77,-2.72,-67.12,-69.83,-7.565,24.01,-0.54,24.66,-0.003
4498,1056862860,0,897,-2.68,0.005,374.795,442.14,-2.55,-66.95,-69.5,-7.563,24.01,-0.578,24.66,0
4499,1056862920,0,898,-2.67,0.01,375.1,442.66,-2.63,-67.54,-70.17,-7.53,24.03,-0.486,24.68,-0.003
4500,1056862980,0,899,-2.58,0.02,374.76,442.56,-2.65,-67.72,-70.38,-7.585,24.05,-0.538,24.7,0
4501,1056863040,0,900,-2.56,-0.01,374.19,441.48,-2.52,-67.33,-69.85,-7.627,24.03,-0.608,24.68,0.003
4502,1056863100,0,901,-2.58,0.02,381.39,442.87,-2.55,-55.42,-57.97,-7.582,24.09,-0.494,24.73,-0.003
4503,1056863160,0,902,-2.56,-0.01,374.21,441.56,-2.53,-67.43,-69.95,-7.672,24.06,-0.628,24.71,0.006
4504,1056863220,0,903,-2.63,0,374.8,442.46,-2.7,-67.45,-70.14,-7.558,24.07,-0.479,24.71,-0.008
4505,1056863280,0,904,-2.67,0.01,374.42,442.76,-2.68,-68.38,-71.07,-7.637,24.08,-0.504,24.72,-0.003
4506,1056863340,0,905,-2.9,0,374.48,442.21,-2.86,-67.53,-70.38,-7.539,24.03,-0.514,24.67,-0.003
4507,1056863400,0,906,-2.5,0,374.39,442.5,-2.47,-68.13,-70.6,-7.668,24.09,-0.541,24.73,-0.003
4508,1056863460,0,907,-3.11,0.04,375.59,444.06,-2.93,-68.48,-71.41,-7.509,24.14,-0.304,24.79,-0.019
4509,1056863520,0,908,-2.5,-0.01,373.94,442.48,-2.5,-68.65,-71.15,-7.739,24.15,-0.576,24.8,0
4510,1056863580,0,909,-3.07,0.01,375.07,442.72,-3.02,-67.79,-70.81,-7.558,24.11,-0.445,24.76,-0.008
4511,1056863640,0,910,-2.69,0.02,374.63,442.98,-2.7,-68.25,-70.94,-7.658,24.14,-0.521,24.8,0
